TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
03301KLWLLRIVER	1311209085923	000115071	PROPYLENE	TRI	Pounds																		2011	NO	KALWALL CORP FLAT SHEE T DIV	40 RIVER RD	BOW	MERRIMACK	NH	03304	YES	NO	NO	NO								326130						43.14775	-71.48759	001086198								KALWALL CORP		0		NA												NO				NO	 	
03301KLWLLRIVER	1311209085935	000100425	STYRENE	TRI	Pounds																		2011	NO	KALWALL CORP FLAT SHEE T DIV	40 RIVER RD	BOW	MERRIMACK	NH	03304	YES	NO	NO	NO								326130						43.14775	-71.48759	001086198								KALWALL CORP		0		NA												NO				NO	 	
03301KLWLLRIVER	1311209085911	000080626	METHYL METHACRYLATE	TRI	Pounds																		2011	NO	KALWALL CORP FLAT SHEE T DIV	40 RIVER RD	BOW	MERRIMACK	NH	03304	YES	NO	NO	NO								326130						43.14775	-71.48759	001086198								KALWALL CORP		0		NA												NO				NO	 	
03801PBLCSGOSLI	1311209600802	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2011	NO	SCHILLER STATION	400 GOSLING RD	PORTSMOUTH	ROCKINGHAM	NH	03801	YES	NO	NO	NO								221112						43.097778	-70.784167	006971352								PUBLIC SERVICE CO OF NEW HAMPSHIRE	781260336	0		NA												NO	MURRAME@NU.COM			NO	 	
03801PBLCSGOSLI	1311209600840	N458	MERCURY COMPOUNDS	PBT	Pounds																		2011	NO	SCHILLER STATION	400 GOSLING RD	PORTSMOUTH	ROCKINGHAM	NH	03801	YES	NO	NO	NO								221112						43.097778	-70.784167	006971352								PUBLIC SERVICE CO OF NEW HAMPSHIRE	781260336	0		NA												NO	MURRAME@NU.COM			YES	 	
03801PBLCSGOSLI	1311209600790	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2011	NO	SCHILLER STATION	400 GOSLING RD	PORTSMOUTH	ROCKINGHAM	NH	03801	YES	NO	NO	NO								221112						43.097778	-70.784167	006971352								PUBLIC SERVICE CO OF NEW HAMPSHIRE	781260336	0		NA												NO	MURRAME@NU.COM			NO	 	
03801PBLCSGOSLI	1311209600788	007664417	AMMONIA	TRI	Pounds																		2011	NO	SCHILLER STATION	400 GOSLING RD	PORTSMOUTH	ROCKINGHAM	NH	03801	YES	NO	NO	NO								221112						43.097778	-70.784167	006971352								PUBLIC SERVICE CO OF NEW HAMPSHIRE	781260336	0		NA												NO	MURRAME@NU.COM			NO	 	
03801PBLCSGOSLI	1311209600853	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2011	NO	SCHILLER STATION	400 GOSLING RD	PORTSMOUTH	ROCKINGHAM	NH	03801	YES	NO	NO	NO								221112						43.097778	-70.784167	006971352								PUBLIC SERVICE CO OF NEW HAMPSHIRE	781260336	0		NA												NO	MURRAME@NU.COM			NO	 	
03801PBLCSGOSLI	1311209600865	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2011	NO	SCHILLER STATION	400 GOSLING RD	PORTSMOUTH	ROCKINGHAM	NH	03801	YES	NO	NO	NO								221112						43.097778	-70.784167	006971352								PUBLIC SERVICE CO OF NEW HAMPSHIRE	781260336	0		NA												NO	MURRAME@NU.COM			NO	 	
03801PBLCSGOSLI	1311209600826	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2011	NO	SCHILLER STATION	400 GOSLING RD	PORTSMOUTH	ROCKINGHAM	NH	03801	YES	NO	NO	NO								221112						43.097778	-70.784167	006971352								PUBLIC SERVICE CO OF NEW HAMPSHIRE	781260336	0		NA												NO	MURRAME@NU.COM			YES	 	
03801PBLCSGOSLI	1311209600814	N420	LEAD COMPOUNDS	PBT	Pounds																		2011	NO	SCHILLER STATION	400 GOSLING RD	PORTSMOUTH	ROCKINGHAM	NH	03801	YES	NO	NO	NO								221112						43.097778	-70.784167	006971352								PUBLIC SERVICE CO OF NEW HAMPSHIRE	781260336	0		NA												NO	MURRAME@NU.COM			YES	 	
03833CHMTN57HAM	1311209786704	000064186	FORMIC ACID	TRI	Pounds																		2011	NO	CHEMTAN CO INC	57 HAMPTON RD	EXETER	ROCKINGHAM	NH	03833	YES	NO	NO	NO								424690						42.97095	-70.89972	018910059										5	M2	TOWN OF EXETER	13 NEWFIELDS ROAD	EXETER	NH	ROCKINGHAM	03833							NO	DOUELLETTE@CHEMTAN.COM			NO	 	
03874KJQNN135FO	1311209598503	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	HENKEL CORP	137 FOLLY MILL RD	SEABROOK	ROCKINGHAM	NH	03874	YES	NO	NO	NO								325510	325520					42.8825	-70.88091	051441731								HENKEL CORP	051441731	0		NA												NO	HERB.NOVELL@HENKEL.COM			NO	 	
03874KJQNN135FO	1311209598426	000108101	METHYL ISOBUTYL KETONE	TRI	Pounds																		2011	NO	HENKEL CORP	137 FOLLY MILL RD	SEABROOK	ROCKINGHAM	NH	03874	YES	NO	NO	NO								325510	325520					42.8825	-70.88091	051441731								HENKEL CORP	051441731	0		NA												NO	HERB.NOVELL@HENKEL.COM			NO	 	
03874KJQNN135FO	1311209598352	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2011	NO	HENKEL CORP	137 FOLLY MILL RD	SEABROOK	ROCKINGHAM	NH	03874	YES	NO	NO	NO								325510	325520					42.8825	-70.88091	051441731								HENKEL CORP	051441731	0		NA												NO	HERB.NOVELL@HENKEL.COM			NO	 	
03874KJQNN135FO	1311209598440	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2011	NO	HENKEL CORP	137 FOLLY MILL RD	SEABROOK	ROCKINGHAM	NH	03874	YES	NO	NO	NO								325510	325520					42.8825	-70.88091	051441731								HENKEL CORP	051441731	0		NA												NO	HERB.NOVELL@HENKEL.COM			NO	 	
03874KJQNN135FO	1311209598390	000100414	ETHYLBENZENE	TRI	Pounds																		2011	NO	HENKEL CORP	137 FOLLY MILL RD	SEABROOK	ROCKINGHAM	NH	03874	YES	NO	NO	NO								325510	325520					42.8825	-70.88091	051441731								HENKEL CORP	051441731	0		NA												NO	HERB.NOVELL@HENKEL.COM			NO	 	
03874KJQNN135FO	1311209598376	N120	DIISOCYANATES	TRI	Pounds																		2011	NO	HENKEL CORP	137 FOLLY MILL RD	SEABROOK	ROCKINGHAM	NH	03874	YES	NO	NO	NO								325510	325520					42.8825	-70.88091	051441731								HENKEL CORP	051441731	0		NA												NO	HERB.NOVELL@HENKEL.COM			NO	 	
03874KJQNN135FO	1311209598453	000108883	TOLUENE	TRI	Pounds																		2011	NO	HENKEL CORP	137 FOLLY MILL RD	SEABROOK	ROCKINGHAM	NH	03874	YES	NO	NO	NO								325510	325520					42.8825	-70.88091	051441731								HENKEL CORP	051441731	0		NA												NO	HERB.NOVELL@HENKEL.COM			NO	 	
03867KWTHMFARMI	1311209061290	007439921	LEAD	TRI	Pounds																		2011	NO	KW THOMPSON TOOL CO INC	400 N MAIN ST	ROCHESTER	STRAFFORD	NH	03867	YES	NO	NO	NO								332994						43.315163	-70.995353	002059525								SMITH & WESSON HOLDING CO	046872417	0		NA												NO	BSERRA@SMITH-WESSON.COM			YES	 	
03820CMBRD2912L	1311209183666	007440508	COPPER	TRI	Pounds																		2011	NO	PACE INDUSTRIES - CAMBRIDGE NORTH DIV	29 1/2 LITTLEWORTH RD	DOVER	STRAFFORD	NH	03820	YES	NO	NO	NO								331521						43.19	-70.896	051964583								PACE INDUSTRIES LLC	051964583	0		NA												NO	BILL.DONOVAN@PACEIND.COM			YES	 	
03820CMBRD2912L	1311209183678	007439921	LEAD	TRI	Pounds																		2011	NO	PACE INDUSTRIES - CAMBRIDGE NORTH DIV	29 1/2 LITTLEWORTH RD	DOVER	STRAFFORD	NH	03820	YES	NO	NO	NO								331521						43.19	-70.896	051964583								PACE INDUSTRIES LLC	051964583	0		NA												NO	BILL.DONOVAN@PACEIND.COM			YES	 	
03874DXTRDONEDE	1311209528367	000080626	METHYL METHACRYLATE	TRI	Pounds																		2011	NO	HENKEL CORP	167 BATCHELDER RD	SEABROOK	ROCKINGHAM	NH	03874	YES	NO	NO	NO								325510	325520					42.88481	-70.88652	051441731								HENKEL CORP	051441731	0		NA												NO	HERB.NOVELL@HENKEL.COM			NO	 	
03856THKNGROUTE	1311209151556	N982	ZINC COMPOUNDS	TRI	Pounds																		2011	NO	HUTCHINSON SEALING SYSTEMS INC	171 RT 85	NEWFIELDS	ROCKINGHAM	NH	03856	YES	NO	NO	NO								326291						43.023793	-70.943318	101082738								HUTCHINSON SEALING SYSTEMS INC	112482547	5	C 	NEWFIELDS VILLAGE WATER AND SEWER DISTRICT	P.O. BOX 301	NEWFIELDS	NH	ROCKINGHAM	03856							NO	PAUL.MACDONALD@HUTCHINSONSSI.COM			YES	 	
03060DCNLC41SIM	1311209800919	007439921	LEAD	TRI	Pounds																		2011	NO	MASS DESIGN INC	41 SIMON ST	NASHUA	HILLSBOROUGH	NH	03060	YES	NO	NO	NO								334412	334418					42.75635	-71.49054	040235327										0	M2	NASHUA WASTE WATER TREATMENT FACILITY	SAWMILL RD	NASHUA	NH	HILLSBORUGH	03060							NO	TBOURASSA@MASSDESIGN.COM			YES	 	
03054JNSCHRAILR	1311209493485	007782505	CHLORINE	TRI	Pounds																		2011	NO	JCI JONES CHEMICALS INC	RAILROAD AVE	MERRIMACK	HILLSBOROUGH	NH	03054	YES	NO	NO	NO								424690						42.859913	-71.489648	002216091								JCI JONES CHEMICALS INC		0		NA												NO	KBALLANTINE@JCICHEM.COM			NO	 	
03820RSLNC1WASH	1311209768528	N458	MERCURY COMPOUNDS	PBT	Pounds																		2011	NO	URASEAL INC	1 WASHINGTON ST STE 204	DOVER	STRAFFORD	NH	03820	YES	NO	NO	NO								326199						43.19532	-70.87184	809577372										0		NA												NO	KSCOTT@URASEAL.COM			YES	 	
03304PTCFR509RT	1311209078563	007440473	CHROMIUM	TRI	Pounds																		2011	NO	PITCO FRIALATOR INC	509 RT 3A	BOW	MERRIMACK	NH	03304	YES	NO	NO	NO								333319						43.17239	-71.52749	001085299								THE MIDDELBY CORP	088932108	0		NA												NO	RAMITRANO@PITCO.COM			YES	 	
03304PTCFR509RT	1311209078575	007439965	MANGANESE	TRI	Pounds																		2011	NO	PITCO FRIALATOR INC	509 RT 3A	BOW	MERRIMACK	NH	03304	YES	NO	NO	NO								333319						43.17239	-71.52749	001085299								THE MIDDELBY CORP	088932108	0		NA												NO	RAMITRANO@PITCO.COM			YES	 	
03304PTCFR509RT	1311209078587	007440020	NICKEL	TRI	Pounds																		2011	NO	PITCO FRIALATOR INC	509 RT 3A	BOW	MERRIMACK	NH	03304	YES	NO	NO	NO								333319						43.17239	-71.52749	001085299								THE MIDDELBY CORP	088932108	0		NA												NO	RAMITRANO@PITCO.COM			YES	 	
03053CYTYC2PREI	1311209333071	000067561	METHANOL	TRI	Pounds																		2011	NO	HOLOGIC INC	4 NAVIGATOR RD	LONDONDERRY	ROCKINGHAM	NH	03053	YES	NO	NO	NO								325413						42.93049	-71.44902	601231475								HOLOGIC INC		250	O 	CITY OF MANCHESTER POTW	300 WINSTON STREET	MANCHESTER	NH	HILLSBOROUGH	03103							NO	DAVID.BATT@HOLOGIC.COM			NO	 	
03103VLCRS406BR	1311209144221	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2011	NO	VELCRO USA INC	406 BROWN AVE	MANCHESTER	HILLSBOROUGH	NH	03103	YES	NO	NO	NO								339999						42.97139	-71.46708	064441207										304	C 	MANCHESTER WASTEWATER TREATMENT FACILITY	300 WINSTON ST	MANCHESTER	NH	HILLSBOROUGH	03103							NO	RBONNAR@VELCRO.COM			NO	 	
03755HYPRTETNAR	1311209128913	007440508	COPPER	TRI	Pounds																		2011	NO	HYPERTHERM INC	21 GREAT HOLLOW RD	HANOVER	GRAFTON	NH	03755	YES	NO	NO	NO								332721						43.685925	-72.233138	056329527								HYPERTHERM INC		102	M2	HANOVER WASTE WATER TREATMENT FACILITY	PO BOX 483	HANOVER	NH	GRAFTON	03755							NO	KEN.DECOSTA@HYPERTHERM.COM			YES	 	
03060PCDHS3EAST	1311209139548	N010	ANTIMONY COMPOUNDS	TRI	Pounds																		2011	NO	WORTHEN INDUSTRIES INC UPACO DIV	3 E SPITBROOK RD	NASHUA	HILLSBOROUGH	NH	030605783	YES	NO	NO	NO								325520						42.710417	-71.43858	001056795								WORTHEN INDUSTRIES INC	001056795	0		NA												NO	JGAGNON@WORTHENIND.COM			YES	 	
03060PCDHS3EAST	1311209139563	000068122	N,N-DIMETHYLFORMAMIDE	TRI	Pounds																		2011	NO	WORTHEN INDUSTRIES INC UPACO DIV	3 E SPITBROOK RD	NASHUA	HILLSBOROUGH	NH	030605783	YES	NO	NO	NO								325520						42.710417	-71.43858	001056795								WORTHEN INDUSTRIES INC	001056795	0		NA												NO	JGAGNON@WORTHENIND.COM			NO	 	
03060PCDHS3EAST	1311209139601	000108883	TOLUENE	TRI	Pounds																		2011	NO	WORTHEN INDUSTRIES INC UPACO DIV	3 E SPITBROOK RD	NASHUA	HILLSBOROUGH	NH	030605783	YES	NO	NO	NO								325520						42.710417	-71.43858	001056795								WORTHEN INDUSTRIES INC	001056795	0		NA												NO	JGAGNON@WORTHENIND.COM			NO	 	
03060PCDHS3EAST	1311209139575	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2011	NO	WORTHEN INDUSTRIES INC UPACO DIV	3 E SPITBROOK RD	NASHUA	HILLSBOROUGH	NH	030605783	YES	NO	NO	NO								325520						42.710417	-71.43858	001056795								WORTHEN INDUSTRIES INC	001056795	0		NA												NO	JGAGNON@WORTHENIND.COM			NO	 	
03060PCDHS3EAST	1311209139625	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	WORTHEN INDUSTRIES INC UPACO DIV	3 E SPITBROOK RD	NASHUA	HILLSBOROUGH	NH	030605783	YES	NO	NO	NO								325520						42.710417	-71.43858	001056795								WORTHEN INDUSTRIES INC	001056795	0		NA												NO	JGAGNON@WORTHENIND.COM			NO	 	
03060PCDHS3EAST	1311209139613	026471625	TOLUENE DIISOCYANATE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	WORTHEN INDUSTRIES INC UPACO DIV	3 E SPITBROOK RD	NASHUA	HILLSBOROUGH	NH	030605783	YES	NO	NO	NO								325520						42.710417	-71.43858	001056795								WORTHEN INDUSTRIES INC	001056795	0		NA												NO	JGAGNON@WORTHENIND.COM			NO	 	
03060PCDHS3EAST	1311209139599	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2011	NO	WORTHEN INDUSTRIES INC UPACO DIV	3 E SPITBROOK RD	NASHUA	HILLSBOROUGH	NH	030605783	YES	NO	NO	NO								325520						42.710417	-71.43858	001056795								WORTHEN INDUSTRIES INC	001056795	0		NA												NO	JGAGNON@WORTHENIND.COM			NO	 	
03060PCDHS3EAST	1311209139587	000110543	N-HEXANE	TRI	Pounds																		2011	NO	WORTHEN INDUSTRIES INC UPACO DIV	3 E SPITBROOK RD	NASHUA	HILLSBOROUGH	NH	030605783	YES	NO	NO	NO								325520						42.710417	-71.43858	001056795								WORTHEN INDUSTRIES INC	001056795	0		NA												NO	JGAGNON@WORTHENIND.COM			NO	 	
03060PCDHS3EAST	1311209139551	N120	DIISOCYANATES	TRI	Pounds																		2011	NO	WORTHEN INDUSTRIES INC UPACO DIV	3 E SPITBROOK RD	NASHUA	HILLSBOROUGH	NH	030605783	YES	NO	NO	NO								325520						42.710417	-71.43858	001056795								WORTHEN INDUSTRIES INC	001056795	0		NA												NO	JGAGNON@WORTHENIND.COM			NO	 	
03842BRZNC94TID	1311209718651	007697372	NITRIC ACID	TRI	Pounds																		2011	NO	BRAZONICS INC	94 TIDE MILL RD	HAMPTON	ROCKINGHAM	NH	038422705	YES	NO	NO	NO								332999						42.92422	-70.82107	623340494								BE AEROSPACE INC	044127439	0	O 	HAMPTON WASTEWATER TREATMENT	136 WINNACUNNETT ROAD	HAMPTON	NH	ROCKINGHAM	03842							NO	KRISTEN.POISSON@BRAZONICS.COM			NO	 	
03842BRZNC94TID	1311209718648	N511	NITRATE COMPOUNDS	TRI	Pounds																		2011	NO	BRAZONICS INC	94 TIDE MILL RD	HAMPTON	ROCKINGHAM	NH	038422705	YES	NO	NO	NO								332999						42.92422	-70.82107	623340494								BE AEROSPACE INC	044127439	60465	C 	HAMPTON WASTEWATER TREATMENT	136 WINNACUNNETT ROAD	HAMPTON	NH	ROCKINGHAM	03842							NO	KRISTEN.POISSON@BRAZONICS.COM			NO	 	
03842BRZNC94TID	1311209718636	007664393	HYDROGEN FLUORIDE	TRI	Pounds																		2011	NO	BRAZONICS INC	94 TIDE MILL RD	HAMPTON	ROCKINGHAM	NH	038422705	YES	NO	NO	NO								332999						42.92422	-70.82107	623340494								BE AEROSPACE INC	044127439	0	O 	HAMPTON WASTEWATER TREATMENT	136 WINNACUNNETT ROAD	HAMPTON	NH	ROCKINGHAM	03842							NO	KRISTEN.POISSON@BRAZONICS.COM			NO	 	
03038LLNBR3MANC	1311209200500	007439921	LEAD	TRI	Pounds																		2011	NO	FIREYE INC	3 MANCHESTER RD	DERRY	ROCKINGHAM	NH	03038	YES	NO	NO	NO								334513						42.894342	-71.327881	835467002								UNITED TECHNOLOGIES CORP	001344142	0		NA												NO	ROBERT.HINES@FIREYE.COM			YES	 	
03103GTPRD655SW	1311209004492	N458	MERCURY COMPOUNDS	PBT	Pounds																		2011	NO	OSRAM SYLVANIA INC	655 S WILLOW ST	MANCHESTER	HILLSBOROUGH	NH	03103	YES	NO	NO	NO								335110						42.9658	-71.44858	005574223								OSRAM SYLVANIA INC	031746456	.03	M2	CITY OF MANCHESTER	300 WINSTON ST.	MANCHESTER	NH	HILLSBOROUGH	03103							NO	DAVID.LAMPREY@SYLVANIA.COM			YES	 	
03244GTPRDWESTM	1311209488826	007440020	NICKEL	TRI	Pounds																		2011	NO	OSRAM SYLVANIA PRODUCTS INC	275 W MAIN ST	HILLSBORO	HILLSBOROUGH	NH	03244	YES	NO	NO	NO								335110						43.1117	-71.91656	073984288								SIEMENS AG	001495928	0		NA												NO	KATIEJORDAN@SYLVANIA.COM			YES	 	
03244GTPRDWESTM	1311209488802	007440473	CHROMIUM	TRI	Pounds																		2011	NO	OSRAM SYLVANIA PRODUCTS INC	275 W MAIN ST	HILLSBORO	HILLSBOROUGH	NH	03244	YES	NO	NO	NO								335110						43.1117	-71.91656	073984288								SIEMENS AG	001495928	0		NA												NO	KATIEJORDAN@SYLVANIA.COM			YES	 	
03244GTPRDWESTM	1311209488814	007440508	COPPER	TRI	Pounds																		2011	NO	OSRAM SYLVANIA PRODUCTS INC	275 W MAIN ST	HILLSBORO	HILLSBOROUGH	NH	03244	YES	NO	NO	NO								335110						43.1117	-71.91656	073984288								SIEMENS AG	001495928	0		NA												NO	KATIEJORDAN@SYLVANIA.COM			YES	 	
03106GNRLL31HOO	1311209406180	007440473	CHROMIUM	TRI	Pounds																		2011	NO	GE CO	31 INDUSTRIAL PARK DR	HOOKSETT	MERRIMACK	NH	031061834	YES	NO	NO	NO								336412						43.061504	-71.447873	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	2	M2	HOOKSETT WWTF	98 EGAWES DRIVE	HOOKSETT	NH	MERRIMACK	03106							NO	ERICAL.WOTZAK@GE.COM			YES	 	
03106GNRLL31HOO	1311209406204	N511	NITRATE COMPOUNDS	TRI	Pounds																		2011	NO	GE CO	31 INDUSTRIAL PARK DR	HOOKSETT	MERRIMACK	NH	031061834	YES	NO	NO	NO								336412						43.061504	-71.447873	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	558	O 	HOOKSETT WWTF	98 EGAWES DRIVE	HOOKSETT	NH	MERRIMACK	03106							NO	ERICAL.WOTZAK@GE.COM			NO	 	
03106GNRLL31HOO	1311209406192	007440020	NICKEL	TRI	Pounds																		2011	NO	GE CO	31 INDUSTRIAL PARK DR	HOOKSETT	MERRIMACK	NH	031061834	YES	NO	NO	NO								336412						43.061504	-71.447873	001367960								GENERAL ELECTRIC CO (GE CO)	001367960	19	M2	HOOKSETT WWTF	98 EGAWES DRIVE	HOOKSETT	NH	MERRIMACK	03106							NO	ERICAL.WOTZAK@GE.COM			YES	 	
