TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR
96819HFFCR321AL	1307205615723	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	HFFC AIRPORT FUEL FARM	3201 AOLELE ST	HONOLULU	HONOLULU	HI	96819	YES	NO	NO	NO														21.333132	-157.913242	062901624										0														NO	RON.BARRINGER@ASIG.COM			NO	
96819HFFCR321AL	1307205615750	001634044	METHYL TERT-BUTYL ETHER	TRI	Pounds																		2007	NO	HFFC AIRPORT FUEL FARM	3201 AOLELE ST	HONOLULU	HONOLULU	HI	96819	YES	NO	NO	NO														21.333132	-157.913242	062901624										0														NO	RON.BARRINGER@ASIG.COM			NO	
96819HFFCR321AL	1307205615774	000110543	N-HEXANE	TRI	Pounds																		2007	NO	HFFC AIRPORT FUEL FARM	3201 AOLELE ST	HONOLULU	HONOLULU	HI	96819	YES	NO	NO	NO														21.333132	-157.913242	062901624										0														NO	RON.BARRINGER@ASIG.COM			NO	
96819HFFCR321AL	1307205615786	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	HFFC AIRPORT FUEL FARM	3201 AOLELE ST	HONOLULU	HONOLULU	HI	96819	YES	NO	NO	NO														21.333132	-157.913242	062901624										0														NO	RON.BARRINGER@ASIG.COM			NO	
96819HFFCR321AL	1307205615798	000108883	TOLUENE	TRI	Pounds																		2007	NO	HFFC AIRPORT FUEL FARM	3201 AOLELE ST	HONOLULU	HONOLULU	HI	96819	YES	NO	NO	NO														21.333132	-157.913242	062901624										0														NO	RON.BARRINGER@ASIG.COM			NO	
96819HFFCR321AL	1307205615800	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	HFFC AIRPORT FUEL FARM	3201 AOLELE ST	HONOLULU	HONOLULU	HI	96819	YES	NO	NO	NO														21.333132	-157.913242	062901624										0														NO	RON.BARRINGER@ASIG.COM			NO	
96853SRFRCBLDG1	1307205792625	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	US AIR FORCE HICKAM AFB HI	BLDG 1203 75 H ST	HICKAM AFB	HONOLULU	HI	968535233	YES	NO	YES	NO														21.341955	-157.952982									U.S. DEPARTMENT OF DEFENSE		25	O 													YES	15AW.PA@HICKAM.AF.MIL			NO	
96853SRFRCBLDG1	1307205792637	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	US AIR FORCE HICKAM AFB HI	BLDG 1203 75 H ST	HICKAM AFB	HONOLULU	HI	968535233	YES	NO	YES	NO														21.341955	-157.952982									U.S. DEPARTMENT OF DEFENSE		25	O 													YES	15AW.PA@HICKAM.AF.MIL			NO	
96853SRFRCBLDG1	1307205792649	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	US AIR FORCE HICKAM AFB HI	BLDG 1203 75 H ST	HICKAM AFB	HONOLULU	HI	968535233	YES	NO	YES	NO														21.341955	-157.952982									U.S. DEPARTMENT OF DEFENSE		25	O 													YES	15AW.PA@HICKAM.AF.MIL			NO	
96853SRFRCBLDG1	1307205792652	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	US AIR FORCE HICKAM AFB HI	BLDG 1203 75 H ST	HICKAM AFB	HONOLULU	HI	968535233	YES	NO	YES	NO														21.341955	-157.952982									U.S. DEPARTMENT OF DEFENSE		25	O 													YES	15AW.PA@HICKAM.AF.MIL			NO	
96814BRDNN910SH	1307205346998	N511	NITRATE COMPOUNDS	TRI	Pounds																		2007	NO	MEADOW GOLD DAIRIES	910 SHEIRDAN ST	HONOLULU	HONOLULU	HI	96814	YES	NO	NO	NO														21.297554	-157.841401	087192134								SOUTHERN FOODS GROUP L.P.	061747671	21280	C 													NO	GLENN_MURNAKA@DEANFOODS.COM			NO	
96814BRDNN910SH	1307205347002	007697372	NITRIC ACID	TRI	Pounds																		2007	NO	MEADOW GOLD DAIRIES	910 SHEIRDAN ST	HONOLULU	HONOLULU	HI	96814	YES	NO	NO	NO														21.297554	-157.841401	087192134								SOUTHERN FOODS GROUP L.P.	061747671	0														NO	GLENN_MURNAKA@DEANFOODS.COM			NO	
96705KLCTR4392W	1307205873742	007664417	AMMONIA	TRI	Pounds																		2007	NO	KAUAI ISLAND UTILITY COOPERATI VE	261 AKAULA ST	ELEELE	KAUAI	HI	96705	YES	NO	NO	NO														21.903056	-159.588055	122721587										0														NO	RSANTIAG@KIUC.COOP			NO	
96705KLCTR4392W	1307205873755	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		2007	NO	KAUAI ISLAND UTILITY COOPERATI VE	261 AKAULA ST	ELEELE	KAUAI	HI	96705	YES	NO	NO	NO														21.903056	-159.588055	122721587										0														NO	RSANTIAG@KIUC.COOP			NO	
96705KLCTR4392W	1307205873767	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	KAUAI ISLAND UTILITY COOPERATI VE	261 AKAULA ST	ELEELE	KAUAI	HI	96705	YES	NO	NO	NO														21.903056	-159.588055	122721587										0														NO	RSANTIAG@KIUC.COOP			NO	
96706SMRNC1PUUL	1307205252998	007439921	LEAD	PBT	Pounds																		2007	NO	US MARINE CORPS BASE HAWAII PUULOA TRAINING FACILITY	1 PUULOA RANGE RD	EWA BEACH	HONOLULU	HI	96706	YES	NO	YES	NO														21.317375	-157.985023									U.S. MARINE CORPS		0														YES	DAVID.HUDOCK@USMC.MIL			YES	
96707BRWRN91291	1307205198854	007782505	CHLORINE	TRI	Pounds																		2007	NO	BEI HAWAII  - BARBERS POINT	91-150  KAOMI LOOP	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.301389	-158.105	101471600								PHOENIX V  LLC	101471600	0														NO	SZHAI@BEIHAWAII.COM			NO	
96707HWNND91325	1307205801638	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801640	007664417	AMMONIA	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801653	000071432	BENZENE	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801665	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801677	000075150	CARBON DISULFIDE	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801689	000463581	CARBONYL SULFIDE	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801703	000110827	CYCLOHEXANE	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801715	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801727	000074851	ETHYLENE	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801741	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			YES	
96707HWNND91325	1307205801754	N458	MERCURY COMPOUNDS	PBT	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			YES	
96707HWNND91325	1307205801766	000110543	N-HEXANE	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801778	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801780	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801792	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801804	000108883	TOLUENE	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707HWNND91325	1307205801816	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	TESORO HAWAII REFINERY	91-325 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071713	YES	NO	NO	NO														21.308611	-158.094722	008133480								TESORO CORP	008133480	0														NO	LTANAKA@TSOCORP.COM			NO	
96707RFRGR9122K	1307205812581	000075456	CHLORODIFLUOROMETHANE	TRI	Pounds																		2007	NO	REFRIGERANT RECYCLING INC AKA ISLAND DISTRIBUTORS	91-220 KOMOHANA ST	KAPOLEI	HONOLULU	HI	96707	YES	NO	NO	NO														21.305	-158.101388	785833096										0														NO	ALLEN@REFRIGERANTRECYCLING.COM			NO	
96707RYNLD91320	1307205422431	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2007	NO	BALL METAL BEVERAGE CONTAINER CORP	91-320 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071714	YES	NO	NO	NO														21.307222	-158.094444	091797480								BALL CORP	006419147	0														NO	SMCCARTY@BALL.COM			NO	
96707RYNLD91320	1307205422468	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2007	NO	BALL METAL BEVERAGE CONTAINER CORP	91-320 KOMOHANA ST	KAPOLEI	HONOLULU	HI	967071714	YES	NO	NO	NO														21.307222	-158.094444	091797480								BALL CORP	006419147	0														NO	SMCCARTY@BALL.COM			NO	
96707TXCBR91119	1307205894470	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM BARBERS POINT TERMINAL	91-119 HANUA ST	KAPOLEI	HONOLULU	HI	967071728	YES	NO	NO	NO														21.318105	-158.105847	081909046										0														NO	RCONNER@ALOHAGAS.COM			NO	
96707TXCBR91119	1307205894482	000071432	BENZENE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM BARBERS POINT TERMINAL	91-119 HANUA ST	KAPOLEI	HONOLULU	HI	967071728	YES	NO	NO	NO														21.318105	-158.105847	081909046										0														NO	RCONNER@ALOHAGAS.COM			NO	
96707TXCBR91119	1307205894494	000098828	CUMENE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM BARBERS POINT TERMINAL	91-119 HANUA ST	KAPOLEI	HONOLULU	HI	967071728	YES	NO	NO	NO														21.318105	-158.105847	081909046										0														NO	RCONNER@ALOHAGAS.COM			NO	
96707TXCBR91119	1307205894506	000110827	CYCLOHEXANE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM BARBERS POINT TERMINAL	91-119 HANUA ST	KAPOLEI	HONOLULU	HI	967071728	YES	NO	NO	NO														21.318105	-158.105847	081909046										0														NO	RCONNER@ALOHAGAS.COM			NO	
96707TXCBR91119	1307205894518	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM BARBERS POINT TERMINAL	91-119 HANUA ST	KAPOLEI	HONOLULU	HI	967071728	YES	NO	NO	NO														21.318105	-158.105847	081909046										0														NO	RCONNER@ALOHAGAS.COM			NO	
96707TXCBR91119	1307205894520	000110543	N-HEXANE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM BARBERS POINT TERMINAL	91-119 HANUA ST	KAPOLEI	HONOLULU	HI	967071728	YES	NO	NO	NO														21.318105	-158.105847	081909046										0														NO	RCONNER@ALOHAGAS.COM			NO	
96707TXCBR91119	1307205894532	000108883	TOLUENE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM BARBERS POINT TERMINAL	91-119 HANUA ST	KAPOLEI	HONOLULU	HI	967071728	YES	NO	NO	NO														21.318105	-158.105847	081909046										0														NO	RCONNER@ALOHAGAS.COM			NO	
96707TXCBR91119	1307205894544	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	ALOHA PETROLEUM BARBERS POINT TERMINAL	91-119 HANUA ST	KAPOLEI	HONOLULU	HI	967071728	YES	NO	NO	NO														21.318105	-158.105847	081909046										0														NO	RCONNER@ALOHAGAS.COM			NO	
96718SNTLP1CRAT	1307206107082	007439921	LEAD	PBT	Pounds																		2007	NO	US NATL PARK SERVICE HAWAII VOLCANOES NATIONAL PARK	1 CRATER RIM DR	HAWAII NATIONAL PARK	HAWAII	HI	96718	YES	NO	YES	NO														19.4325	-155.259722									U.S. DEPARTMENT OF THE INTERIOR		0														YES				YES	
96720HLLGN54HAL	1307206014324	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	HAWAII ELECTRIC LIGHT CO INC HILL GENERATING STATION	54 HALEKAUILA ST	HILO	HAWAII	HI	96720	YES	NO	NO	NO														19.704404	-155.063056	797422870								HAWAIIAN ELECTRIC INDUSTRIES INC.	103901773	0														NO	NA			NO	
96720HLLGN54HAL	1307206014336	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	6.58	0	2.71	1.99	0	0	1.71	1.8	1.62	0	67.63	3.61	3.43	2.16	2.16	3.16	1.44	2007	NO	HAWAII ELECTRIC LIGHT CO INC HILL GENERATING STATION	54 HALEKAUILA ST	HILO	HAWAII	HI	96720	YES	NO	NO	NO														19.704404	-155.063056	797422870								HAWAIIAN ELECTRIC INDUSTRIES INC.	103901773	0														NO	NA			NO	
96720HLLGN54HAL	1307206014348	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	HAWAII ELECTRIC LIGHT CO INC HILL GENERATING STATION	54 HALEKAUILA ST	HILO	HAWAII	HI	96720	YES	NO	NO	NO														19.704404	-155.063056	797422870								HAWAIIAN ELECTRIC INDUSTRIES INC.	103901773	0														NO	NA			YES	
96720HLLGN54HAL	1307206014387	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	HAWAII ELECTRIC LIGHT CO INC HILL GENERATING STATION	54 HALEKAUILA ST	HILO	HAWAII	HI	96720	YES	NO	NO	NO														19.704404	-155.063056	797422870								HAWAIIAN ELECTRIC INDUSTRIES INC.	103901773	0														NO	NA			NO	
96720HLLGN54HAL	1307206014399	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2007	NO	HAWAII ELECTRIC LIGHT CO INC HILL GENERATING STATION	54 HALEKAUILA ST	HILO	HAWAII	HI	96720	YES	NO	NO	NO														19.704404	-155.063056	797422870								HAWAIIAN ELECTRIC INDUSTRIES INC.	103901773	0														NO	NA			NO	
96720LHPTR999KA	1307205223771	000110827	CYCLOHEXANE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM LIMITED HILO  TERMINAL	999 KALANAIANAOLE AVE	HILO	HAWAII	HI	96720	YES	NO	NO	NO														0	0	081909046										0														NO	GMITSUDA@ALOHAGAS.COM			NO	
96720LHPTR999KA	1307205223783	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM LIMITED HILO  TERMINAL	999 KALANAIANAOLE AVE	HILO	HAWAII	HI	96720	YES	NO	NO	NO														0	0	081909046										0														NO	GMITSUDA@ALOHAGAS.COM			NO	
96720LHPTR999KA	1307205223795	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM LIMITED HILO  TERMINAL	999 KALANAIANAOLE AVE	HILO	HAWAII	HI	96720	YES	NO	NO	NO														0	0	081909046										0														NO	GMITSUDA@ALOHAGAS.COM			NO	
96720LHPTR999KA	1307205223807	000071432	BENZENE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM LIMITED HILO  TERMINAL	999 KALANAIANAOLE AVE	HILO	HAWAII	HI	96720	YES	NO	NO	NO														0	0	081909046										0														NO	GMITSUDA@ALOHAGAS.COM			NO	
96720LHPTR999KA	1307205223819	000110543	N-HEXANE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM LIMITED HILO  TERMINAL	999 KALANAIANAOLE AVE	HILO	HAWAII	HI	96720	YES	NO	NO	NO														0	0	081909046										0														NO	GMITSUDA@ALOHAGAS.COM			NO	
96720LHPTR999KA	1307205223821	000108883	TOLUENE	TRI	Pounds																		2007	NO	ALOHA PETROLEUM LIMITED HILO  TERMINAL	999 KALANAIANAOLE AVE	HILO	HAWAII	HI	96720	YES	NO	NO	NO														0	0	081909046										0														NO	GMITSUDA@ALOHAGAS.COM			NO	
96720LHPTR999KA	1307205223833	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	ALOHA PETROLEUM LIMITED HILO  TERMINAL	999 KALANAIANAOLE AVE	HILO	HAWAII	HI	96720	YES	NO	NO	NO														0	0	081909046										0														NO	GMITSUDA@ALOHAGAS.COM			NO	
96720SHPMN20BAY	1307206014805	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	HAWAII ELECTRIC LIGHT CO INC SHIPMAN GENERATING STATION	20 BAYAN DR	HILO	HAWAII	HI	96720	YES	NO	NO	NO														19.724516	-155.068136	797422870								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96720SHPMN20BAY	1307206014829	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	HAWAII ELECTRIC LIGHT CO INC SHIPMAN GENERATING STATION	20 BAYAN DR	HILO	HAWAII	HI	96720	YES	NO	NO	NO														19.724516	-155.068136	797422870								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96720SRMYPSADDL	1307205236413	007439921	LEAD	PBT	Pounds																		2007	NO	U.S. ARMY POHAKULOA TRAINING AREA - RANGE FACILITY	SADDLE RD MILE 36	HILO	HAWAII	HI	96720	YES	NO	YES	NO														19.666667	-155.533333									U.S. DEPARTMENT OF DEFENSE		0														YES	STEFANIE.GARDIN@US.ARMY.MIL			YES	
96720SRMYPSADDL	1307205236437	007440508	COPPER	TRI	Pounds																		2007	NO	U.S. ARMY POHAKULOA TRAINING AREA - RANGE FACILITY	SADDLE RD MILE 36	HILO	HAWAII	HI	96720	YES	NO	YES	NO														19.666667	-155.533333									U.S. DEPARTMENT OF DEFENSE		0														YES	STEFANIE.GARDIN@US.ARMY.MIL			YES	
96720SRMYPSADDL	1307205236449	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	U.S. ARMY POHAKULOA TRAINING AREA - RANGE FACILITY	SADDLE RD MILE 36	HILO	HAWAII	HI	96720	YES	NO	YES	NO														19.666667	-155.533333									U.S. DEPARTMENT OF DEFENSE		0														YES	STEFANIE.GARDIN@US.ARMY.MIL			YES	
96732CHVRN1AHBR	1307206167532	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2007	NO	CHEVRON KAHULUI TERMINAL	100A HOBRON AVE	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.8986	-156.465594									CHEVRON USA INC.	009140559	0		NA												NO	NA	RR5		NO	
96732CHVRN1AHBR	1307206167557	000071432	BENZENE	TRI	Pounds																		2007	NO	CHEVRON KAHULUI TERMINAL	100A HOBRON AVE	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.8986	-156.465594									CHEVRON USA INC.	009140559	0		NA												NO	NA	RR5		NO	
96732CHVRN1AHBR	1307206167569	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	CHEVRON KAHULUI TERMINAL	100A HOBRON AVE	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.8986	-156.465594									CHEVRON USA INC.	009140559	0		NA												NO	NA	RR4		NO	
96732CHVRN1AHBR	1307206167571	000100414	ETHYLBENZENE	TRI	Pounds																		2007	NO	CHEVRON KAHULUI TERMINAL	100A HOBRON AVE	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.8986	-156.465594									CHEVRON USA INC.	009140559	0		NA												NO	NA	RR4		NO	
96732CHVRN1AHBR	1307206167583	000110543	N-HEXANE	TRI	Pounds																		2007	NO	CHEVRON KAHULUI TERMINAL	100A HOBRON AVE	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.8986	-156.465594									CHEVRON USA INC.	009140559	0		NA												NO	NA	RR4		NO	
96732CHVRN1AHBR	1307206167595	000091203	NAPHTHALENE	TRI	Pounds																		2007	NO	CHEVRON KAHULUI TERMINAL	100A HOBRON AVE	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.8986	-156.465594									CHEVRON USA INC.	009140559	0		NA												NO	NA	RR5		NO	
96732CHVRN1AHBR	1307206167607	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	CHEVRON KAHULUI TERMINAL	100A HOBRON AVE	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.8986	-156.465594									CHEVRON USA INC.	009140559	0		NA												NO	NA	RR5		NO	
96732CHVRN1AHBR	1307206167619	000108883	TOLUENE	TRI	Pounds																		2007	NO	CHEVRON KAHULUI TERMINAL	100A HOBRON AVE	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.8986	-156.465594									CHEVRON USA INC.	009140559	0		NA												NO	NA	RR5		NO	
96732CHVRN1AHBR	1307206167633	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2007	NO	CHEVRON KAHULUI TERMINAL	100A HOBRON AVE	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.8986	-156.465594									CHEVRON USA INC.	009140559	0		NA												NO	NA	RR4		NO	
96732KHLGN200HO	1307206040115	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2007	NO	MAUI ELECTRIC CO LTD KAHULUI GENERATING STATION	200 HOBRON LN	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.893247	-156.461753	006927164								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96732KHLGN200HO	1307206040127	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams	6.58	0	2.71	1.99	0	0	1.71	1.8	1.62	0	67.63	3.61	3.43	2.16	2.16	3.16	1.44	2007	NO	MAUI ELECTRIC CO LTD KAHULUI GENERATING STATION	200 HOBRON LN	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.893247	-156.461753	006927164								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
96732KHLGN200HO	1307206040141	N420	LEAD COMPOUNDS	PBT	Pounds																		2007	NO	MAUI ELECTRIC CO LTD KAHULUI GENERATING STATION	200 HOBRON LN	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.893247	-156.461753	006927164								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			YES	
96732KHLGN200HO	1307206040180	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2007	NO	MAUI ELECTRIC CO LTD KAHULUI GENERATING STATION	200 HOBRON LN	KAHULUI	MAUI	HI	96732	YES	NO	NO	NO														20.893247	-156.461753	006927164								HAWAIIAN ELECTRIC INDUSTRIES INC	103901773	0														NO	NA			NO	
