REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
2011	NO	89408CNTRY2095N	21ST CENTURY ENVIRONMENTAL MANAGEMENT OF NEVADA LLC	2095 NEWLANDS DR E	FERNLEY	LYON	NV	89408	YES	NO	NO	NO								562211						39.61033	-119.20296	248622813								PHILIP SERVICES CORP	248622813	1311209806076	007440473	CHROMIUM	TRI	Pounds																		16414.47	13101.56	15000	15000	0	0	0	0	0	0	0	0	0	0	0	0	250	250	250	250	0	0	0	0	0	0	0	0		.79	NA	NA																															0	0	0	0	0	0	0	0	0	0	0	0	16414.47	13101.56	15000	15000	NO	CHRISTINE.HILLS@PSCNOW.COM			YES	 	
2011	NO	89408CNTRY2095N	21ST CENTURY ENVIRONMENTAL MANAGEMENT OF NEVADA LLC	2095 NEWLANDS DR E	FERNLEY	LYON	NV	89408	YES	NO	NO	NO								562211						39.61033	-119.20296	248622813								PHILIP SERVICES CORP	248622813	1311209806759	007439921	LEAD	TRI	Pounds																		10083.13	9545.09	10001.09	10001.09	0	0	0	0	0	0	0	0	0	0	0	0	79.68	150	150	150	0	0	0	0	0	0	0	0		.94	NA	NA																															0	0	0	0	1.09	1.09	1.09	1.09	0	0	0	0	10082.04	9544	10000	10000	NO	CHRISTINE.HILLS@PSCNOW.COM			YES	 	
2011	NO	89418FLRDCEXIT1	FLORIA CANYON MINING INC	EXIT 138 I-80	IMLAY	PERSHING	NV	89418	YES	NO	NO	NO								212221						40.583889	-118.244722									STANDARD GOLD MINING INC		1311209761333	N458	MERCURY COMPOUNDS	PBT	Pounds																		172.2	375.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0		.5	NA	NA																															0	0	0	0	172.2	375.5	0	0	0	0	0	0	0	0	0	0	NO	JMURPHY@JIPANGUINTL.COM			YES	 	
2011	NO	89418FLRDCEXIT1	FLORIA CANYON MINING INC	EXIT 138 I-80	IMLAY	PERSHING	NV	89418	YES	NO	NO	NO								212221						40.583889	-118.244722									STANDARD GOLD MINING INC		1311209761295	N096	COBALT COMPOUNDS	TRI	Pounds																		0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		.5	NA	NA																															0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	NO	JMURPHY@JIPANGUINTL.COM			YES	 	
2011	NO	89418FLRDCEXIT1	FLORIA CANYON MINING INC	EXIT 138 I-80	IMLAY	PERSHING	NV	89418	YES	NO	NO	NO								212221						40.583889	-118.244722									STANDARD GOLD MINING INC		1311209761319	N106	CYANIDE COMPOUNDS	TRI	Pounds																		5100	4333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.5	NA	NA																															0	0	0	0	5100	4333	0	0	0	0	0	0	0	0	0	0	NO	JMURPHY@JIPANGUINTL.COM			NO	 	
2011	NO	89418FLRDCEXIT1	FLORIA CANYON MINING INC	EXIT 138 I-80	IMLAY	PERSHING	NV	89418	YES	NO	NO	NO								212221						40.583889	-118.244722									STANDARD GOLD MINING INC		1311209761307	N100	COPPER COMPOUNDS	TRI	Pounds																		0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0		.5	NA	NA																															0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	NO	JMURPHY@JIPANGUINTL.COM			YES	 	
2011	NO	89418FLRDCEXIT1	FLORIA CANYON MINING INC	EXIT 138 I-80	IMLAY	PERSHING	NV	89418	YES	NO	NO	NO								212221						40.583889	-118.244722									STANDARD GOLD MINING INC		1311209761358	N740	SILVER COMPOUNDS	TRI	Pounds																		0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		.5	NA	NA																															0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	NO	JMURPHY@JIPANGUINTL.COM			YES	 	
2011	NO	89418FLRDCEXIT1	FLORIA CANYON MINING INC	EXIT 138 I-80	IMLAY	PERSHING	NV	89418	YES	NO	NO	NO								212221						40.583889	-118.244722									STANDARD GOLD MINING INC		1311209761321	N420	LEAD COMPOUNDS	PBT	Pounds																		105871.4	676768.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.1	.3	0	0	0	0	0	0	0	0	0	0		.5	NA	NA																															0	17.1	0	0	105871.4	676751.5	0	0	0	0	0	0	0	0	0	0	NO	JMURPHY@JIPANGUINTL.COM			YES	 	
2011	NO	89418FLRDCEXIT1	FLORIA CANYON MINING INC	EXIT 138 I-80	IMLAY	PERSHING	NV	89418	YES	NO	NO	NO								212221						40.583889	-118.244722									STANDARD GOLD MINING INC		1311209761345	N511	NITRATE COMPOUNDS	TRI	Pounds																		5600	9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.5	NA	NA																															0	0	0	0	5600	9000	0	0	0	0	0	0	0	0	0	0	NO	JMURPHY@JIPANGUINTL.COM			NO	 	
2011	NO	89003SCLGYHWY95	US ECOLOGY NEVADA INC	12 MILES S OF BEATTY ON HWY 95	BEATTY	NYE	NV	89003	YES	NO	NO	NO								562211						36.76775	-116.691902	048946016								US ECOLOGY INC	118806587	1311209230465	007440224	SILVER	TRI	Pounds																		28936	66686	70003	70003	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0		2.3	NA	NA																															28934	66683	70000	70000	2	3	3	3	0	0	0	0	0	0	0	0	NO	BMARCHAND@USECOLOGY.COM			YES	 	
2011	NO	89003SCLGYHWY95	US ECOLOGY NEVADA INC	12 MILES S OF BEATTY ON HWY 95	BEATTY	NYE	NV	89003	YES	NO	NO	NO								562211						36.76775	-116.691902	048946016								US ECOLOGY INC	118806587	1311209230515	N982	ZINC COMPOUNDS	TRI	Pounds																		115855	205485	200003	200003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.77	NA	NA																															115852	205482	200000	200000	3	3	3	3	0	0	0	0	0	0	0	0	NO	BMARCHAND@USECOLOGY.COM			YES	 	
2011	NO	89003SCLGYHWY95	US ECOLOGY NEVADA INC	12 MILES S OF BEATTY ON HWY 95	BEATTY	NYE	NV	89003	YES	NO	NO	NO								562211						36.76775	-116.691902	048946016								US ECOLOGY INC	118806587	1311209230388	N458	MERCURY COMPOUNDS	PBT	Pounds																		1737.99	125.69	150.01	150.01	0	0	0	0	0	0	0	0	0	0	0	0	0	.28	.5	.5	0	0	0	0	0	0	0	0		.07	NA	NA																															1737.9	125.68	150	150	.09	.01	.01	.01	0	0	0	0	0	0	0	0	NO	BMARCHAND@USECOLOGY.COM			YES	 	
2011	NO	89003SCLGYHWY95	US ECOLOGY NEVADA INC	12 MILES S OF BEATTY ON HWY 95	BEATTY	NYE	NV	89003	YES	NO	NO	NO								562211						36.76775	-116.691902	048946016								US ECOLOGY INC	118806587	1311209230402	007440020	NICKEL	TRI	Pounds																		91041	56646	60003	60003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.62	NA	NA																															91038	56643	60000	60000	3	3	3	3	0	0	0	0	0	0	0	0	NO	BMARCHAND@USECOLOGY.COM			YES	 	
2011	NO	89003SCLGYHWY95	US ECOLOGY NEVADA INC	12 MILES S OF BEATTY ON HWY 95	BEATTY	NYE	NV	89003	YES	NO	NO	NO								562211						36.76775	-116.691902	048946016								US ECOLOGY INC	118806587	1311209230299	007440508	COPPER	TRI	Pounds																		20895	25618	25004	25004	0	0	0	0	0	0	0	0	0	0	0	0	23397	7200	0	0	0	0	0	0	0	0	0	0		1.23	NA	NA																															20893	25614	25000	25000	2	4	4	4	0	0	0	0	0	0	0	0	NO	BMARCHAND@USECOLOGY.COM			YES	 	
2011	NO	89003SCLGYHWY95	US ECOLOGY NEVADA INC	12 MILES S OF BEATTY ON HWY 95	BEATTY	NYE	NV	89003	YES	NO	NO	NO								562211						36.76775	-116.691902	048946016								US ECOLOGY INC	118806587	1311209230453	007782492	SELENIUM	TRI	Pounds																		10846	31252	30001	30001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2.88	NA	NA																															10841	31251	30000	30000	2	1	1	1	3	0	0	0	0	0	0	0	NO	BMARCHAND@USECOLOGY.COM			YES	 	
2011	NO	89003SCLGYHWY95	US ECOLOGY NEVADA INC	12 MILES S OF BEATTY ON HWY 95	BEATTY	NYE	NV	89003	YES	NO	NO	NO								562211						36.76775	-116.691902	048946016								US ECOLOGY INC	118806587	1311209230477	026628228	SODIUM AZIDE	TRI	Pounds																		38410	58578	60004	60004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43997	66100	55000	55000	0	0	0	0		1.52	NA	NA																															38407	58574	60000	60000	3	4	4	4	0	0	0	0	0	0	0	0	NO	BMARCHAND@USECOLOGY.COM			NO	 	
2011	NO	89003SCLGYHWY95	US ECOLOGY NEVADA INC	12 MILES S OF BEATTY ON HWY 95	BEATTY	NYE	NV	89003	YES	NO	NO	NO								562211						36.76775	-116.691902	048946016								US ECOLOGY INC	118806587	1311209230489	007632000	SODIUM NITRITE	TRI	Pounds																		42649	50365	50003	50003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42648	39769	45000	45000	0	0	0	0		1.18	NA	NA																															42646	50362	50000	50000	3	3	3	3	0	0	0	0	0	0	0	0	NO	BMARCHAND@USECOLOGY.COM			YES	 	
