TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	3-3-2012	
77627CCRYL6350N	1306204969176	000126987	METHACRYLONITRILE	TRI	2006	LUCITE INTERNATIONAL INC	6350 N TWIN CITY HWY	NEDERLAND	JEFFERSON	TX	77627	YES	NO	NO	NO								325211						30.008092	-94.03105	809775307								LUCITE INTERNATIONAL INC	006266563	NA	NO	STEVE.HAYES@LUCITE.COM			NO	 	
95348CMXMR285NB	1306204853105	N420	LEAD COMPOUNDS	PBT	2006	CEMEX MERCED	2850 N BUSINESS PKWY	MERCED	MERCED	CA	95348	YES	NO	NO	NO								327320						37.329251	-120.521	189840945								CEMEX	189840945	N/A	NO				YES	 	
32135HPRDC1COMM	1306204873588	007440508	COPPER	TRI	2006	SANDVIK PALM COAST	1 COMMERCE BLVD	PALM COAST	FLAGLER	FL	32164	YES	NO	NO	NO								331421	331222					29.55067	-81.26395	031581184								SANDVIK AB		KPC ADDED A SECOND MAG MACHINE (LARGE, MODERN WIRE ENAMELING MACHINE) IN EARLY 2006; SIGNIFICANT EFFORT WAS PUT INTO TRAINING FOR 3-SHIFT OPERATION OF BOTH MAGS; PLUS INCREASED "BACKSPOOL" (FEEDSTOCK) SIZES MINIMIZED CHANGEOVERS AND RE-STARTS.	NO	PHIL.YU@SANDVIK.COM			YES	 	
29484WLLMS211FA	1306204892119	007440473	CHROMIUM	TRI	2006	CATERPILLAR REMAN POWERTRAIN SERVICES INC	211 FARMINGTON RD	SUMMERVILLE	BERKELEY	SC	29484	YES	NO	NO	NO								336350	336312					33.02526	-80.1319	193553476								CATERPILLAR INC		Reduced scrap by reinspecting scrap material to ensure product was scrap	NO				YES	 	
13032WLWRCRTE5	1306204937332	007440508	COPPER	TRI	2006	OWL WIRE & CABLE INC	3127 SENECA TURNPIKE	CANASTOTA	MADISON	NY	13032	YES	NO	NO	NO								331421	332813					43.067536	-75.768892	002227528								BERKSHIRE HATHAWAY	002227528	SCRAP REDUCTION PLAN INCLUDES PROCESS IMPROVEMENTS DERIVED FROM NEWER, MORE EFFICIENT EQUIPMENT. RECOMMENDATIONS FROM SCRAP COMMITTEE MEMBERS AND INDUSTRY EXPERTS ASSIST WITH PROCESS IMPROVEMENTS. INCREASES IN SCRAP ARE ESTIMATES BASED ON SALES GROWTH, WITH CONSIDERATION TOWARDS A REDUCTION OF OVERALL SCRAP PERCENTAGE.	NO	RJONES@OWLWIRE.COM			YES	 	
77627CCRYL6350N	1306204968566	000075058	ACETONITRILE	TRI	2006	LUCITE INTERNATIONAL INC	6350 N TWIN CITY HWY	NEDERLAND	JEFFERSON	TX	77627	YES	NO	NO	NO								325211						30.008092	-94.03105	809775307								LUCITE INTERNATIONAL INC	006266563	NA	NO	STEVE.HAYES@LUCITE.COM			NO	 	
91766CNTRY1275E	1306204912897	000100425	STYRENE	TRI	2006	REGAL CULTURED MARBLE INC	1275 E FRANKLIN AVE	POMONA	LOS ANGELES	CA	91766	YES	NO	NO	NO								326191						34.041049	-117.730459	009683707								DMI INC		WE STARTED OPERATIONS AT THIS FACILITY SEPT 11, 2006	NO	DMILHA@AOL.COM			NO	 	
43756JPTRN5037N	1306204930693	N420	LEAD COMPOUNDS	PBT	2006	MIBA BEARINGS US LLC	5037 N STATE RT 60	MC CONNELSVILLE	MORGAN	OH	43756	YES	NO	NO	NO								333613						39.678261	-81.883936	038068826								MIBA AG		REDUCED THE CONCENTRATION AND/OR REMOVED LEAD FROM SOME TANKS	NO	ALICIA.SNIDER@MIBA-US.COM			YES	 	
75455FRNCD1300I	1306204874681	N010	ANTIMONY COMPOUNDS	TRI	2006	DEKORON WIRE & CABLE INC	1300 INDUSTRIAL BLVD	MOUNT PLEASANT	TITUS	TX	75455	YES	NO	NO	NO								335929						33.171101	-94.962345	004170833								BERKSHIRE HATHAWAY	010216679	All PVC compounds now sold for recycle, monies received from sale are distributed to hourly employee's as an incentive to ensure all waste is captured. Non-lead ROHS compliant compounds are currently being tested for approval to eliminate lead content from PVC compounds used during manufacturing.	NO	A.DENSON@DEKORONCABLE.COM			YES	 	
64119FRDMTHWY69	1306204913115	000191242	BENZO(G,H,I)PERYLENE	PBT	2006	FORD MOTOR COMPANY--KANSAS CITY ASSEMBLY PLANT	8121 E US HWY 69	CLAYCOMO	CLAY	MO	64119	YES	NO	NO	NO								336112						39.199361	-94.487639	007118078								FORD MOTOR CO	001344746	FORD MOTOR COMPANY HAS A FORMAL WRITTEN ENVIRONMENTAL POLICY FOCUSED ON PROTECTING HUMAN HEALTH AND THE ENVIRONMENT.  THE COMPANY HAS COMMITTED TO THE INTERNATIONAL CHAMBER OF COMMERCE "PRINCIPLES FOR ENVIRONMENTAL MANAGEMENT" AND IS A MEMBER OF THE WORLD BUSINESS COUNCIL FOR SUSTAINABLE DEVELOPMENT (WBCSD) AND THE COALITION FOR ENVIRONMENTALLY RESPONSIBLE ECONOMIES (CERES).  FORD MOTOR COMPANY ALSO ISSUES AN ANNUAL SUSTAINABILITY REPORT, WHICH FOLLOWS THE GLOBAL REPORTING INITIATIVE (GRI) GUIDELINES FOR SUSTAINABILITY REPORTING.  FORD IS COMMITTED TO POLLUTION PREVENTION.  ALL MANUFACTURING FACILITIES WORLDWIDE HAVE BEEN THIRD-PARTY CERTIFIED TO THE ISO 14001 STANDARD.	NO				NO	 	
75846LMSTNFM39A	1306204976233	N495	NICKEL COMPOUNDS	TRI	2006	LIMESTONE ELECTRIC  GENERATING STATION	3964 FM39	JEWETT	LIMESTONE	TX	75846	YES	NO	NO	NO								221112						31.413972	-96.250028	102585880								NRG TEXAS POWER LLC	120807255	ADDITIONAL SECTION 8.11 SOURCE REDUCTION, RECYCLING OR POLLUTION CONTROL ACTIVITY INFORMATION IS PROVIDED WITH THE REPORTING CERTIFICATION SUBMITTAL.	NO	DAVID.KNOX@NRGENERGY.COM			YES	 	
77481WPRSHYUJON	1306204976322	N040	BARIUM COMPOUNDS	TRI	2006	WA PARISH ELECTRIC GENERATIN G STATION	2500 YU JONES RD	THOMPSONS	FORT BEND	TX	77481	YES	NO	NO	NO								221112						29.4825	-95.63111	097311849								NRG TEXAS POWER LLC	120807255	ADDITIONAL SECTION 8.11 SOURCE REDUCTION, RECYCLING OR POLLUTION CONTROL ACTIVITY INFORMATION IS PROVIDED WITH THE REPORTING CERTIFICATION SUBMITTAL.	NO	DAVID.KNOX@NRGENERGY.COM			YES	 	
99019HNTWD238AP	1306205062918	000071363	N-BUTYL ALCOHOL	TRI	2006	HUNTWOOD INDUSTRIES	23800 E APPLEWAY AVE	LIBERTY LAKE	SPOKANE	WA	990199684	YES	NO	NO	NO								337110						47.678244	-117.084835	188856397										Huntwood Industries employed two regenerative thermal oxidizers at their new Liberty Lake facility to control most VOCs.  Consequently total VOC emissions were less than 10 tons.	NO	KDOUGLAS@HUNTWOOD.COM			NO	 	
02914BBLLC800WA	1306205069976	007440508	COPPER	TRI	2006	B.A.BALLOU & CO. INC.	800 WATERMAN AVE	EAST PROVIDENCE	PROVIDENCE	RI	02914	YES	NO	NO	NO								339911	339913					41.81431	-71.35262	001199272										Revised Form R was completed due to availability of more information.	NO				YES	 	
75846LMSTNFM39A	1306204976157	N100	COPPER COMPOUNDS	TRI	2006	LIMESTONE ELECTRIC  GENERATING STATION	3964 FM39	JEWETT	LIMESTONE	TX	75846	YES	NO	NO	NO								221112						31.413972	-96.250028	102585880								NRG TEXAS POWER LLC	120807255	ADDITIONAL SECTION 8.11 SOURCE REDUCTION, RECYCLING OR POLLUTION CONTROL ACTIVITY INFORMATION IS PROVIDED WITH THE REPORTING CERTIFICATION SUBMITTAL.	NO	DAVID.KNOX@NRGENERGY.COM			YES	 	
08817KZCHMMEADO	1306205028210	007550450	TITANIUM TETRACHLORIDE	TRI	2006	EQUISTAR CHEMICALS LP	340 MEADOW RD	EDISON	MIDDLESEX	NJ	08817	YES	NO	NO	NO								325188						40.491347	-74.384256	623159097								LYONDELLBASELL INDUSTRIES	103746855	NONE.	NO	THEODORE.WELLS@LYONDELLBASELL.COM			YES	 	
20695WLDRF6309T	1306205059381	000100425	STYRENE	TRI	2006	WALDORF MARBLE INC	4317 CHARLES CROSSING DR	WHITE PLAINS	CHARLES	MD	20695	YES	NO	NO	NO								326191						38.591257	-76.946408	083987057								WALDORF MARBLE INC	083987057	We are trying new low hap products as they are available to reduce styrene emissions. This is my first year to report via computer.it has been very difficult since i am computer illiterate, please take this into consideration when you review my stats. I have manual paperwork to support them and i have never had so much trouble in all the years i have been reporting as this .  I apologize for being late; I did not receive this year's disk until july 1. I have been laboring over this now for a week . Sorry.	NO	PAULWALDORFMARBLE@GMAIL.COM			NO	 	
77481WPRSHYUJON	1306204976411	N450	MANGANESE COMPOUNDS	TRI	2006	WA PARISH ELECTRIC GENERATIN G STATION	2500 YU JONES RD	THOMPSONS	FORT BEND	TX	77481	YES	NO	NO	NO								221112						29.4825	-95.63111	097311849								NRG TEXAS POWER LLC	120807255	ADDITIONAL SECTION 8.11 SOURCE REDUCTION, RECYCLING OR POLLUTION CONTROL ACTIVITY INFORMATION IS PROVIDED WITH THE REPORTING CERTIFICATION SUBMITTAL.	NO	DAVID.KNOX@NRGENERGY.COM			YES	 	
77481WPRSHYUJON	1306204976462	N770	VANADIUM COMPOUNDS	TRI	2006	WA PARISH ELECTRIC GENERATIN G STATION	2500 YU JONES RD	THOMPSONS	FORT BEND	TX	77481	YES	NO	NO	NO								221112						29.4825	-95.63111	097311849								NRG TEXAS POWER LLC	120807255	ADDITIONAL SECTION 8.11 SOURCE REDUCTION, RECYCLING OR POLLUTION CONTROL ACTIVITY INFORMATION IS PROVIDED WITH THE REPORTING CERTIFICATION SUBMITTAL.	NO	DAVID.KNOX@NRGENERGY.COM			YES	 	
63857MRSNLHIGHW	1306204982829	007439921	LEAD	PBT	2006	EMERSON ELECTRIC CO	910 HOMECREST	KENNETT	DUNKLIN	MO	63857	YES	NO	NO	NO								335312						36.246546	-90.065918	006269633								EMERSON ELECTRIC CO	006269633	KENNETT EMERSON ELECTRIC PLANT IS CLOSED.	NO				YES	 	
14564RPDPR625FI	1306205008511	007439921	LEAD	PBT	2006	RAPID PRECISION MACHINING INC	625 FISHERS RUN RD	VICTOR	ONTARIO	NY	14564	YES	NO	NO	NO								333512						43.009953	-77.453001									SOUTH CHESTER TUBE CO	007910243	RAPID PRECISION MACHINING CEASED OPERATIONS IN JUNE OF 2006.	NO				YES	 	
77506CRWNC111RE	1306205080082	000110827	CYCLOHEXANE	TRI	2006	PASADENA REFINING SYSTEM INC	111 RED BLUFF RD	PASADENA	HARRIS	TX	77506	YES	NO	NO	NO								324110						29.724167	-95.206111	184166325								PETROBRAS AMERICA INC	363702457	ONSITE RECYLCING- RECOVERED OIL/SLOP OIL IS RECYCLED BACK INTO THE CRUDE UNIT.	NO	TTAYLOR@PASADENAREFINING.COM			NO	 	
31909PLYCHONEPO	1306205086034	000109864	2-METHOXYETHANOL	TRI	2006	EASTMAN KODAK CO	ONE POLYCHROME PARK	COLUMBUS	MUSCOGEE	GA	31907	YES	NO	NO	NO								325992						32.49764	-84.88615	002206183								EASTMAN KODAK CO	002206183	We have completed a major upgrade for the mix room components, operations and formula changes which has shown a reduction in consumption of this chemical.	NO	SUSAN.HALL@KODAK.COM			NO	 	
23804BRNCNPETER	1306205046143	007439976	MERCURY	PBT	2006	AMSTED RAIL CO INC	2580 FRONTAGE RD	PETERSBURG	PETERSBURG (CITY)	VA	23805	YES	NO	NO	NO								332111	332991					37.202755	-77.363799	070015748								AMSTED INDUSTRIES INC	005146667	We are in the process of signing up to remove all mercury containing equipment from the facility through the National Parternship for Environmental Priorities program.	NO	CANDREWS@AMSTEDRAIL.COM			YES	 	
75507SDDRDSDSRR	1306205086349	007439921	LEAD	PBT	2006	US ARMY RED RIVER ARMY DEPOT	100 MAIN DR	TEXARKANA	BOWIE	TX	75507	YES	NO	YES	NO								928110						33.426667	-94.236667									US DEPARTMENT OF DEFENSE		8.1b  This amount was captured in our open burn/open detonation area.  This chemical did not exceed the threshold in the prior year.  8.5   This amount was captured through our HMMS database as usage.  Although it did not meet the 100 lb. Threshold on the RRAD, it is still added due to the amount captured from the OB/OD area.	YES	ADRIENNE.MARIE.BROWN@US.ARMY.MIL			YES	 	
44256HCKFS941LA	1306206170514	N450	MANGANESE COMPOUNDS	TRI	2006	JACOBSON MANUFACTURING LLC	941 LAKE RD	MEDINA	MEDINA	OH	44256	YES	NO	NO	NO								332722						41.120768	-81.894696	143630924										THE TRANSITION PERIOD WITH A NEWLY HIRED EHS MANAGER IN AUGUST OF 2006 AND LACK OF KNOWLEDGE REGARDING THE REPORTING REQUIREMENTS CONTRIBUTED TO THE UNTIMELY RESPONSE. RECORDS INDICATE TWO CERTIFIED MAILINGS IN MAY OF 2008 (1 INADVERTENTLY) TO THE STATE ADDRESS AND TWO MAILINGS IN NOVEMBER OF 2008 (1 ELECTRONICALLY, 1 REGULAR MAIL) TO A VELU SENTHIL AT THE TRI PROCESSING CENTER.	NO	JEFFREY.ALLEN@JACOBSONMFG.COM			YES	 	
64437GLDNT15053	1306207931270	000075070	ACETALDEHYDE	TRI	2006	GOLDEN TRIANGLE ENERGY LLC	15053 HWY 111	CRAIG	HOLT	MO	64437	YES	NO	NO	NO								325193						40.187167	-95.365	124073714										THIS REVISION/ ADDITION IS IN RESPONSE TO AND EPA SELF DISCLOSE IN WHICH SOME 313 CHEMICALS WERE UNDER STATED OR OMITTED.  *CHANGES TO ACETALDEHYE STACK EMISSIONS FROM 2005 TO 2006 RELFLECTS THE INSTALLATION OF A THERMAL OXIDIZER AT OUR FACILITY WHICH DRAMATICALLY REDUCED HAPS EMISSIONS.	NO	SDOUGHTY@GOLDENTRIANGLEENERGY.COM			NO	 	
32759VKNGP155VA	1306204184776	000080626	METHYL METHACRYLATE	TRI	2006	OCEAN REEF POOLS	155 VALENCIA DR	OAK HILL	VOLUSIA	FL	32759	YES	NO	NO	NO								326199						28.861908	-80.853239											Change from atomized to non-atomized spray application equipment	NO	NA			NO	 	
43725LMCST804BY	1306206183485	N420	LEAD COMPOUNDS	PBT	2006	LMI CUSTOM MIXING LLC	804 BYESVILLE RD	CAMBRIDGE	GUERNSEY	OH	43725	YES	NO	NO	NO								326299	326291					40.01676	-81.56428	041931697								LAUREN INTERNATIONAL	003983269	Significant growth in business during the year 2008 lead to an increase in all types of mixed rubber compounds, including those rubber compounds containing lead compounds.  Technical resources have been added to reduce or eliminate the need for lead compounds in rubber compounds moving forward	NO	JNIXON@LMIMIX.COM			YES	 	
75081RCKWL3200E	1306205877653	007439921	LEAD	PBT	2006	ROCKWELL COLLINS INC	3200 E RENNER RD	RICHARDSON	COLLIN	TX	75082	YES	NO	NO	NO								334290						32.994722	-96.661111	962960589		TXD039134515						ROCKWELL COLLINS INC		RESEARCHING REDUCED PB OR PB FREE SOLDER BUT, AT THIS TIME SUCH PRODUCTS DO NOT AFFORD THE PRODUCT SUSTAINABILITY REQUIRED FOR GOVERNMENT CONTRACTS.	NO	MJKERTIS@ROCKWELLCOLLINS.COM			YES	 	
46534MPNDN12KLE	1306205184979	007440473	CHROMIUM	TRI	2006	MPI INTERNATIONAL LLC	1200 KLOCKNER DR	KNOX	STARKE	IN	46534	YES	NO	NO	NO								332116						41.2963	-86.63985	611850251										TRI CHEMICAL IS PRESENT IN STEEL PROCESSED AT FACILITY.  ALL SCRAP STEEL IS RECYCLED.  NO SOURCE REDUCTION ACTIVITIES AT FACILITY.	NO	SSHIDLER@REVSTONE.COM	RR4		YES	 	
32168LGHTH703SO	1306205470608	N230	CERTAIN GLYCOL ETHERS	TRI	2006	MOMENTIVE PERFORMANCE MATERIALS	703 S ST	NEW SMYRNA BEACH	VOLUSIA	FL	32168	YES	NO	NO	NO								325520	325510					29.059865	-80.951241	789994014								MOMENTIVE PERFORMANCE MATERIALS	789994014	NONE	NO	JOHN.NOELL@MOMENTIVE.COM	RR4		NO	 	
49042MCHGN125DE	1306207408257	007697372	NITRIC ACID	TRI	2006	MICHIGAN MILK PRODUCERS ASSOC	125 DEPOT ST	CONSTANTINE	ST JOSEPH	MI	49042	YES	NO	NO	NO								311511						41.843711	-85.665077	005382460								MICHIGAN MILK PRODUCERS ASSOC	005382460	NONE	NO	DAVIS@MIMILK.COM			NO	 	
49289KZCHM9901S	1306207950193	N230	CERTAIN GLYCOL ETHERS	TRI	2006	SILBOND CORP	9901 SAND CREEK HWY	WESTON	LENAWEE	MI	49289	YES	NO	NO	NO								325998						41.771976	-84.098021	829682327										WE ARE TRYING TO REDUCE BY INCREASING THE CATALYST YIELD.	NO	LARRY.BROWN@SILBOND.COM	RR5		NO	 	
5371WSFCNC645SC	1306208029227	000067561	METHANOL	TRI	2006	SAFC INC	645 SCIENCE DR	MADISON	DANE	WI	53711	YES	NO	NO	NO								325411						43.055647	-89.471151	605899769								SIGMA-ALDRICH CORP	079928354	FORM R IS BEING SUBMITTED IN ACCORDANCE WITH THE SIGMA ALDRICH SELF-DISCLOSURE LETTER SUBMITTED TO THE EPA DATED 10/15/2010.	NO	DAVID.BORMETT@SIAL.COM			NO	 	
66046STRNV3841G	1306204777458	001330207	XYLENE (MIXED ISOMERS)	TRI	2006	API FOILS INC	3841 GREENWAY CIR	LAWRENCE	DOUGLAS	KS	660465444	YES	NO	NO	NO								322221						38.94737	-95.18063	788145290								API USA HOLDINGS INC	962022807	A NEW REGENERATIVE THERMAL OXIDIZER (RTO) WAS INSTALLED IN OCTOBER 2005 FOR CONTROL OF AIR EMISSIONS FROM THE PRODUCTION PROCESS. THE RTO REPLACED A CATALYTIC RECUPERATIVE OXIDIZER, WHICH WAS DECOMMISSIONED. THE RTO CONTROL EFFICIENCY WAS MEASURED AT 98.8% (99.8% CAPTURE AND 99% DRE). THE CATALYTIC OXIDIZER HAD A CONTROL EFFICIENCY OF 82.3%. THE IMPROVED EFFICIENCY WILL REDUCE THE TOTAL OTHER ON-SITE RELEASES, SECTION 8.1B, AND INCREASE THE QUANTITY TREATED ONSITE, SECTION 8.6.	NO	RICK.STANWIX@APIFOILS.COM			NO	 	
54221MRRCR2001M	1306205145410	007439965	MANGANESE	TRI	2006	SKANA ALUMINUM CO	2009 MIRRO DR	MANITOWOC	MANITOWOC	WI	54220	YES	NO	NO	NO								331312						44.12964	-87.63049											FROM CHECKLIST "POSSIBLE ERRORS - NUMBER 921 (PART II SECTION 6.1) - MANGANESE  1. METALS IN WASTEWATER VALUES CONFIRMED - METALS PRESENCE VALIDATED BY COMPLIANCE MONITORING AND     WISCONSIN DNR- CERTIFIED LABORATORY ANALYSES  FROM CHECKLIST "POSSIBLE ERRORS - 214 (PART II - SECTION 6.2)  1. NA BOX CHECKED FOR OFFSITE LOCATION EPA IDENTIFICATION / RCRA NUMBER IN PART II SECTION 6.2     KOENIG & VITS IS TRANSFERRING A RCRA SECTION 313 CHEMICAL OFFSITE TO A FACILITY THAT DOES NOT HAVE AN EPA RCRA IDENTIFICATION     NUMBER.     A. FOR TRANSPORTING OFFSITE WASTE DROSS / OTHER WASTE MATERIALS - WERE TRANSFERRED TO RECYCLIUNG COMPANIES - ALERIS        INTERNATIONAL COMPANY (IN BEACHWOOD, OH) AND SCEPTER INC (IN BICKNELL, IN). RECYCLING COMPANIES DO NOT REQUIRE        A US EPA RCRA IDENTIFICATION NUMBER.     B. FOR TRANSPORTING COLD MILL COOLANT, THIS COOLANT WAS TRANSPORTED FOR REPROCESSING TO HARTLAND DISTILLATIONS (IN EVANSVILLE, IN).        SEINCE THIS IS A RECYCLING/REDISTILLATION PURIFICATION FUNTION, HARTLAND DISTILLATION IS NOT REQUIRED TO HAVE A US EPA RCRA        IDENTIFICATION NUMBER (PER HARTLAND DISTILLATION).	NO	JAY.HETLAND@SKANAALUMINUM.COM			YES	 	
