TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10-18-2012	
19804CBGGYJAMES	1311209325974	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	BASF CORP	205 S JAMES ST	NEWPORT	NEW CASTLE	DE	19804	YES	NO	NO	NO								325132						39.71161	-75.60906	956910582								BASF CORP	001307032	264	C 	WILMINGTON POTW	E. 12TH ST. AND HAY ROAD	WILMINGTON	DE	NEW CASTLE	19809							NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
19804CBGGYJAMES	1311209325962	000106478	P-CHLOROANILINE	TRI	Pounds																		2011	NO	BASF CORP	205 S JAMES ST	NEWPORT	NEW CASTLE	DE	19804	YES	NO	NO	NO								325132						39.71161	-75.60906	956910582								BASF CORP	001307032	2718	M2	WILMINGTON POTW	E. 12TH ST. AND HAY ROAD	WILMINGTON	DE	NEW CASTLE	19809							NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
19804CBGGYJAMES	1311209325897	000062533	ANILINE	TRI	Pounds																		2011	NO	BASF CORP	205 S JAMES ST	NEWPORT	NEW CASTLE	DE	19804	YES	NO	NO	NO								325132						39.71161	-75.60906	956910582								BASF CORP	001307032	23252	M2	WILMINGTON POTW	E. 12TH ST. AND HAY ROAD	WILMINGTON	DE	NEW CASTLE	19809							NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
19804CBGGYJAMES	1311209325935	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2011	NO	BASF CORP	205 S JAMES ST	NEWPORT	NEW CASTLE	DE	19804	YES	NO	NO	NO								325132						39.71161	-75.60906	956910582								BASF CORP	001307032	1043	C 	WILMINGTON POTW	E. 12TH ST. AND HAY ROAD	WILMINGTON	DE	NEW CASTLE	19809							NO	MAUREEN.PAUKERT@BASF.COM			NO	 	
19904FRSTS1280W	1311209796883	N420	LEAD COMPOUNDS	PBT	Pounds																		2011	NO	NRG ENERGY CENTER-DOVER	1280 W N ST	DOVER	KENT	DE	199047756	YES	NO	NO	NO								221112						39.151074	-75.551617	957909849								NRG ENERGY INC	793422213	0		NA												NO	MEREDITH.MOORE@NRGENERGY.COM	RR4		YES	 	
19904FRSTS1280W	1311209796871	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2011	NO	NRG ENERGY CENTER-DOVER	1280 W N ST	DOVER	KENT	DE	199047756	YES	NO	NO	NO								221112						39.151074	-75.551617	957909849								NRG ENERGY INC	793422213	0		NA												NO	MEREDITH.MOORE@NRGENERGY.COM	RR4		NO	 	
19904FRSTS1280W	1311209796895	N458	MERCURY COMPOUNDS	PBT	Pounds																		2011	NO	NRG ENERGY CENTER-DOVER	1280 W N ST	DOVER	KENT	DE	199047756	YES	NO	NO	NO								221112						39.151074	-75.551617	957909849								NRG ENERGY INC	793422213	0		NA												NO	MEREDITH.MOORE@NRGENERGY.COM	RR4		YES	 	
19904FRSTS1280W	1311209796907	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2011	NO	NRG ENERGY CENTER-DOVER	1280 W N ST	DOVER	KENT	DE	199047756	YES	NO	NO	NO								221112						39.151074	-75.551617	957909849								NRG ENERGY INC	793422213	0		NA												NO	MEREDITH.MOORE@NRGENERGY.COM	RR4		NO	 	
19903GNRLMPOBOX	1311209100647	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2011	NO	HIRSH INDUSTRIES INC	1525 MCKEE RD	DOVER	KENT	DE	19904	YES	NO	NO	NO								337214	337124					39.18501	-75.56338	005280078		DED984072280								0		NA												NO	KEN.MURR@HIRSHINDUSTRIES.COM			NO	 	
19809DGMRH200HA	1311209565249	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		2011	NO	EDGE MOOR/HAY ROAD ENERGY CENTERS	200 HAY RD	WILMINGTON	NEW CASTLE	DE	19809	YES	NO	NO	NO								221112						39.751159	-75.503889	614885890								CALPINE CORP	112710876	0		NA												NO	NORMA.DUNN@CALPINE.COM			NO	 	
19809DGMRH200HA	1311209565264	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2011	NO	EDGE MOOR/HAY ROAD ENERGY CENTERS	200 HAY RD	WILMINGTON	NEW CASTLE	DE	19809	YES	NO	NO	NO								221112						39.751159	-75.503889	614885890								CALPINE CORP	112710876	0	O 	CITY OF WILMINGTON  POTW	HAY ROAD & E12 TH STREET	WILMINGTON	DE	NEW CASTLE	19809							NO	NORMA.DUNN@CALPINE.COM			NO	 	
19809DGMRH200HA	1311209565237	007664417	AMMONIA	TRI	Pounds																		2011	NO	EDGE MOOR/HAY ROAD ENERGY CENTERS	200 HAY RD	WILMINGTON	NEW CASTLE	DE	19809	YES	NO	NO	NO								221112						39.751159	-75.503889	614885890								CALPINE CORP	112710876	117	O 	CITY OF WILMINGTON  POTW	HAY ROAD & E12 TH STREET	WILMINGTON	DE	NEW CASTLE	19809							NO	NORMA.DUNN@CALPINE.COM			NO	 	
19809DGMRH200HA	1311209565252	007439976	MERCURY	PBT	Pounds																		2011	NO	EDGE MOOR/HAY ROAD ENERGY CENTERS	200 HAY RD	WILMINGTON	NEW CASTLE	DE	19809	YES	NO	NO	NO								221112						39.751159	-75.503889	614885890								CALPINE CORP	112710876	.7	O 	CITY OF WILMINGTON  POTW	HAY ROAD & E12 TH STREET	WILMINGTON	DE	NEW CASTLE	19809							NO	NORMA.DUNN@CALPINE.COM			YES	 	
19720CMRCSCHERR	1311209514898	000111422	DIETHANOLAMINE	TRI	Pounds																		2011	NO	CRODA INC	315 CHERRY LN	NEW CASTLE	NEW CASTLE	DE	19720	YES	NO	NO	NO								325613						39.694611	-75.5405	001331032								CRODA INC	001331032	38	C 	CITY OF WILMINGTON	HAY ROAD AND EAST 12TH STREET	WILMINGTON	DE	NEW CASTLE	19809							NO	ROBERT.TOUHEY@CRODA.COM			NO	 	
19720CMRCSCHERR	1311209514963	000075569	PROPYLENE OXIDE	TRI	Pounds																		2011	NO	CRODA INC	315 CHERRY LN	NEW CASTLE	NEW CASTLE	DE	19720	YES	NO	NO	NO								325613						39.694611	-75.5405	001331032								CRODA INC	001331032	0	C 	CITY OF WILMINGTON	HAY ROAD AND EAST 12TH STREET	WILMINGTON	DE	NEW CASTLE	19809							NO	ROBERT.TOUHEY@CRODA.COM			NO	 	
19720CMRCSCHERR	1311209514948	000067561	METHANOL	TRI	Pounds																		2011	NO	CRODA INC	315 CHERRY LN	NEW CASTLE	NEW CASTLE	DE	19720	YES	NO	NO	NO								325613						39.694611	-75.5405	001331032								CRODA INC	001331032	6025	C 	CITY OF WILMINGTON	HAY ROAD AND EAST 12TH STREET	WILMINGTON	DE	NEW CASTLE	19809							NO	ROBERT.TOUHEY@CRODA.COM			NO	 	
19720CMRCSCHERR	1311209514951	000091203	NAPHTHALENE	TRI	Pounds																		2011	NO	CRODA INC	315 CHERRY LN	NEW CASTLE	NEW CASTLE	DE	19720	YES	NO	NO	NO								325613						39.694611	-75.5405	001331032								CRODA INC	001331032	0	C 	CITY OF WILMINGTON	HAY ROAD AND EAST 12TH STREET	WILMINGTON	DE	NEW CASTLE	19809							NO	ROBERT.TOUHEY@CRODA.COM			NO	 	
19720CMRCSCHERR	1311209514912	000075218	ETHYLENE OXIDE	TRI	Pounds																		2011	NO	CRODA INC	315 CHERRY LN	NEW CASTLE	NEW CASTLE	DE	19720	YES	NO	NO	NO								325613						39.694611	-75.5405	001331032								CRODA INC	001331032	0		NA												NO	ROBERT.TOUHEY@CRODA.COM			NO	 	
19720CMRCSCHERR	1311209514886	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2011	NO	CRODA INC	315 CHERRY LN	NEW CASTLE	NEW CASTLE	DE	19720	YES	NO	NO	NO								325613						39.694611	-75.5405	001331032								CRODA INC	001331032	1417	C 	CITY OF WILMINGTON	HAY ROAD AND EAST 12TH STREET	WILMINGTON	DE	NEW CASTLE	19809							NO	ROBERT.TOUHEY@CRODA.COM			NO	 	
19963CLKDN779EA	1311209769672	000067561	METHANOL	TRI	Pounds																		2011	NO	DENTSPLY INTERNATIONAL LD CAULK WEST PLANT	779 E MASTEN CIR	MILFORD	KENT	DE	19963	YES	NO	NO	NO								339114						38.92002	-75.441608	083235549								DENTSPLY INTERNATIONAL	003002375	120.42	M2	KENT COUNTY WASTE WATER TREATMENT PLANT	139 MILFORD NECK ROAD	MILFORD	DE	KENT	19963							NO	ANDY.JOHNSON@DENTSPLY.COM			NO	 	
19963CLKDN779EA	1311209769684	000080626	METHYL METHACRYLATE	TRI	Pounds																		2011	NO	DENTSPLY INTERNATIONAL LD CAULK WEST PLANT	779 E MASTEN CIR	MILFORD	KENT	DE	19963	YES	NO	NO	NO								339114						38.92002	-75.441608	083235549								DENTSPLY INTERNATIONAL	003002375	66.39	M2	KENT COUNTY WASTE WATER TREATMENT PLANT	139 MILFORD NECK ROAD	MILFORD	DE	KENT	19963							NO	ANDY.JOHNSON@DENTSPLY.COM			NO	 	
19720MRCNM301PI	1311209427741	N450	MANGANESE COMPOUNDS	TRI	Pounds																		2011	NO	PRINCE MINERALS INC	301 PIGEON POINT RD	NEW CASTLE	NEW CASTLE	DE	19720	YES	NO	NO	NO								212299						39.71221	-75.53595									PRINCE MINERALS INC	045136884	0		NA												NO	MSIMPLER@PRINCEMINERALS.COM			YES	 	
19720MRCNM301PI	1311209427739	N420	LEAD COMPOUNDS	PBT	Pounds																		2011	NO	PRINCE MINERALS INC	301 PIGEON POINT RD	NEW CASTLE	NEW CASTLE	DE	19720	YES	NO	NO	NO								212299						39.71221	-75.53595									PRINCE MINERALS INC	045136884	0		NA												NO	MSIMPLER@PRINCEMINERALS.COM			YES	 	
19713RDLNC451BE	1311209744679	000085449	PHTHALIC ANHYDRIDE	TRI	Pounds																		2011	NO	ROHM & HAAS ELECTRONIC MATERIALS CMP INC  B2 B3 B8	451 BELLEVUE RD	NEWARK	NEW CASTLE	DE	19713	YES	NO	NO	NO								313320	325991					39.65012	-75.734882	046554150								THE DOW CHEMICAL CO	001381581	1300	O 	WILMINGTON WASTEWATER TREATMENT PLANT	12TH STREET AND HAY ROAD	WILMINGTON	DE	NEW CASTLE	19809							NO	PPALENA@DOW.COM			NO	 	
19713RDLNC451BE	1311209744642	000068122	N,N-DIMETHYLFORMAMIDE	TRI	Pounds																		2011	NO	ROHM & HAAS ELECTRONIC MATERIALS CMP INC  B2 B3 B8	451 BELLEVUE RD	NEWARK	NEW CASTLE	DE	19713	YES	NO	NO	NO								313320	325991					39.65012	-75.734882	046554150								THE DOW CHEMICAL CO	001381581	83973	M2	WILMINGTON WASTEWATER TREATMENT PLANT	12TH STREET AND HAY ROAD	WILMINGTON	DE	NEW CASTLE	19809							NO	PPALENA@DOW.COM			NO	 	
19713RDLNC451BE	1311209744630	N120	DIISOCYANATES	TRI	Pounds																		2011	NO	ROHM & HAAS ELECTRONIC MATERIALS CMP INC  B2 B3 B8	451 BELLEVUE RD	NEWARK	NEW CASTLE	DE	19713	YES	NO	NO	NO								313320	325991					39.65012	-75.734882	046554150								THE DOW CHEMICAL CO	001381581	0		NA												NO	PPALENA@DOW.COM			NO	 	
19963CNGRBPOBOX	1311209134978	000079210	PERACETIC ACID	TRI	Pounds																		2011	NO	MILFORD PROCESSING PLANT	255 N REHOBOTH BLVD	MILFORD	KENT	DE	19963	YES	NO	NO	NO								311615						38.925833	-75.426667	965256522								PERDUE FARMS INC	782989800	0		NA												NO	JULIE.DEYOUNG@PERDUE.COM			NO	 	
19934CMDLMRTE10	1311209197363	007440473	CHROMIUM	TRI	Pounds																		2011	NO	HANDYTUBE CORP	124 VEPCO BLVD	CAMDEN	KENT	DE	19934	YES	NO	NO	NO								331210						39.10974	-75.55563	057241416								HANDY & HARMAN	002028876	0		NA												NO	JCOATES@HANDYTUBE.COM			YES	 	
19934CMDLMRTE10	1311209197387	007440020	NICKEL	TRI	Pounds																		2011	NO	HANDYTUBE CORP	124 VEPCO BLVD	CAMDEN	KENT	DE	19934	YES	NO	NO	NO								331210						39.10974	-75.55563	057241416								HANDY & HARMAN	002028876	0		NA												NO	JCOATES@HANDYTUBE.COM			YES	 	
19934CMDLMRTE10	1311209197375	007439965	MANGANESE	TRI	Pounds																		2011	NO	HANDYTUBE CORP	124 VEPCO BLVD	CAMDEN	KENT	DE	19934	YES	NO	NO	NO								331210						39.10974	-75.55563	057241416								HANDY & HARMAN	002028876	0		NA												NO	JCOATES@HANDYTUBE.COM			YES	 	
19934CMDLMRTE10	1311209197399	000079016	TRICHLOROETHYLENE	TRI	Pounds																		2011	NO	HANDYTUBE CORP	124 VEPCO BLVD	CAMDEN	KENT	DE	19934	YES	NO	NO	NO								331210						39.10974	-75.55563	057241416								HANDY & HARMAN	002028876	0	O 	CAMDEN-WYOMING SEWER AND WATER	P.O. BOX 405	CAMDEN WYOMING	DE	KENT	19934							NO	JCOATES@HANDYTUBE.COM			NO	 	
19713SPCLT650DA	1311209485313	N120	DIISOCYANATES	TRI	Pounds																		2011	NO	AEARO TECHNOLOGIES LLC	650 DAWSON DR	NEWARK	NEW CASTLE	DE	19713	YES	NO	NO	NO								326150						39.649444	-75.731944	615239571								3M CO	877113795	0		NA												NO	TOM.FLAHERTY@MMM.COM			NO	 	
19713SPCLT650DA	1311209485325	026471625	TOLUENE DIISOCYANATE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	AEARO TECHNOLOGIES LLC	650 DAWSON DR	NEWARK	NEW CASTLE	DE	19713	YES	NO	NO	NO								326150						39.649444	-75.731944	615239571								3M CO	877113795	0		NA												NO	TOM.FLAHERTY@MMM.COM			NO	 	
19713RDLTC351BE	1311209744667	N120	DIISOCYANATES	TRI	Pounds																		2011	NO	ROHM & HAAS ELECTRONIC MATERIALS  CMP INC-B5 B6	351 BELLEVUE RD	NEWARK	NEW CASTLE	DE	19713	YES	NO	NO	NO								313320	325991					39.64959	-75.73957	046554150								THE DOW CHEMICAL CO	001381581	0		NA												NO	PPALENA@DOW.COM			NO	 	
19713RDLTC351BE	1311209744693	026471625	TOLUENE DIISOCYANATE (MIXED ISOMERS)	TRI	Pounds																		2011	NO	ROHM & HAAS ELECTRONIC MATERIALS  CMP INC-B5 B6	351 BELLEVUE RD	NEWARK	NEW CASTLE	DE	19713	YES	NO	NO	NO								313320	325991					39.64959	-75.73957	046554150								THE DOW CHEMICAL CO	001381581	0		NA												NO	PPALENA@DOW.COM			NO	 	
19713RDLTC351BE	1311209744681	000872504	N-METHYL-2-PYRROLIDONE	TRI	Pounds																		2011	NO	ROHM & HAAS ELECTRONIC MATERIALS  CMP INC-B5 B6	351 BELLEVUE RD	NEWARK	NEW CASTLE	DE	19713	YES	NO	NO	NO								313320	325991					39.64959	-75.73957	046554150								THE DOW CHEMICAL CO	001381581	0		NA												NO	PPALENA@DOW.COM			NO	 	
19933PRDNCCHURC	1311209830722	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2011	NO	BRIDGEVILLE FEED MILL & GRAIN STORAGE	16447 ADAMS RD	BRIDGEVILLE	SUSSEX	DE	19933	YES	NO	NO	NO								311119						38.7585	-75.60749	167373773								PERDUE FARMS INC	782989800	0		NA												NO	JULIE.DEYOUNG@PERDUE.COM	RR4		NO	 	
19706TXCDL2000W	1311209624941	007664939	SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2011	NO	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	0		NA												NO	LISA.LINDSEY@PBFENERGY.COM			NO	 	
19706TXCDL2000W	1311209624802	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2011	NO	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	0		NA												NO	LISA.LINDSEY@PBFENERGY.COM			NO	 	
19706TXCDL2000W	1311209624687	001332214	ASBESTOS (FRIABLE)	TRI	Pounds																		2011	NO	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	0		NA												NO	LISA.LINDSEY@PBFENERGY.COM			YES	 	
19706TXCDL2000W	1311209624814	000074908	HYDROGEN CYANIDE	TRI	Pounds																		2011	NO	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	0		NA												NO	LISA.LINDSEY@PBFENERGY.COM			NO	 	
19706TXCDL2000W	1311209624838	N458	MERCURY COMPOUNDS	PBT	Pounds																		2011	NO	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	0		NA												NO	LISA.LINDSEY@PBFENERGY.COM			YES	 	
19706TXCDL2000W	1311209624915	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2011	NO	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	0		NA												NO	LISA.LINDSEY@PBFENERGY.COM			NO	 	
19706TXCDL2000W	1311209624790	000074851	ETHYLENE	TRI	Pounds																		2011	NO	DELAWARE CITY REFINERY	4550 WRANGLE HILL RD	DELAWARE CITY	NEW CASTLE	DE	19706	YES	NO	NO	NO								324110						39.586667	-75.629722	012209778								PBF ENERGY	962406281	0		NA												NO	LISA.LINDSEY@PBFENERGY.COM			NO	 	
