TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
57445JMSVL44251	1312210278560	000067561	METHANOL	TRI	Pounds																		2012	NO	JAMES VALLEY ETHANOL DBA POET BIOREFINING	40425 133RD ST	GROTON	BROWN	SD	57445	YES	NO	NO	NO								312140						45.453963	-98.137741									POET BIOREFINING		0		NA												NO	KELLY.KJELDEN@POET.COM			NO	 	
57445JMSVL44251	1312210278545	000107028	ACROLEIN	TRI	Pounds																		2012	NO	JAMES VALLEY ETHANOL DBA POET BIOREFINING	40425 133RD ST	GROTON	BROWN	SD	57445	YES	NO	NO	NO								312140						45.453963	-98.137741									POET BIOREFINING		0		NA												NO	KELLY.KJELDEN@POET.COM			NO	 	
57042GHLC 915SW	1312210587630	007440473	CHROMIUM	TRI	Pounds																		2012	NO	MANITOU AMERICAS INC	915 SW 7TH ST	MADISON	LAKE	SD	57042	YES	NO	NO	NO								333120						43.996363	-97.128117									MANITOU AMERICAS INC	006070031	0		NA												NO	D.WILLIAMS@MANITOU-GROUP.COM			YES	 	
57042GHLC 915SW	1312210587642	007439965	MANGANESE	TRI	Pounds																		2012	NO	MANITOU AMERICAS INC	915 SW 7TH ST	MADISON	LAKE	SD	57042	YES	NO	NO	NO								333120						43.996363	-97.128117									MANITOU AMERICAS INC	006070031	0		NA												NO	D.WILLIAMS@MANITOU-GROUP.COM			YES	 	
57042GHLC 915SW	1312210587667	007440020	NICKEL	TRI	Pounds																		2012	NO	MANITOU AMERICAS INC	915 SW 7TH ST	MADISON	LAKE	SD	57042	YES	NO	NO	NO								333120						43.996363	-97.128117									MANITOU AMERICAS INC	006070031	0		NA												NO	D.WILLIAMS@MANITOU-GROUP.COM			YES	 	
57274DKTFB1720C	1312210804086	000100425	STYRENE	TRI	Pounds																		2012	NO	DAKOTA FIBERGLASS INC	1720 COMMERCE LN	WEBSTER	DAY	SD	57274	YES	NO	NO	NO								326199						45.33333	-97.43333	045647612										0		NA												NO	DAKFIBER@ITCTEL.COM			NO	 	
57709MRLLT4300S	1312210579847	000050000	FORMALDEHYDE	TRI	Pounds																		2012	NO	MIDWEST MANUFACTURING INC DBA DAKOTA PANEL	1651CULVERT ST	RAPID CITY	PENNINGTON	SD	57701	YES	NO	NO	NO								321219						44.041264	-103.18943									COUNTERTOPS INC		0		NA												NO				NO	 	
57078WLSNTHWY81	1312210105603	007439965	MANGANESE	TRI	Pounds																		2012	NO	WILSON TRAILER CO	3602 BROADWAY HWY 81 N	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								336212						42.891667	-97.391667	007257322								WILSON TRAILER CO		0		NA												NO	RANDY.NEUHARTH@WILSONTRAILER.COM			YES	 	
57071SDKTS100CA	1312210587871	000110543	N-HEXANE	TRI	Pounds																		2012	NO	SOUTH DAKOTA SOYBEAN PROCESSORS	100 CASPIAN AVE	VOLGA	BROOKINGS	SD	57071	YES	NO	NO	NO								311222						44.324969	-96.905892	929301653										0		NA												NO	TOM.KERSTING@SDSBP.COM			NO	 	
57078DLLCTEASTH	1312210105920	007440508	COPPER	TRI	Pounds																		2012	NO	VISHAY-DALE ELECTRONICS	1505 E HWY 50	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								334416	334417					42.879698	-97.351335	077262215								VISHAY INTERTECHNOLOGY INC	022327484	0		NA												NO	GREG.MEIER@VISHAY.COM			YES	 	
57078DLLCTEASTH	1312210105932	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	VISHAY-DALE ELECTRONICS	1505 E HWY 50	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								334416	334417					42.879698	-97.351335	077262215								VISHAY INTERTECHNOLOGY INC	022327484	0		NA												NO	GREG.MEIER@VISHAY.COM			YES	 	
57401HRTLN38469	1312210844066	000110543	N-HEXANE	TRI	Pounds																		2012	NO	ABE SOUTH DAKOTA LLC	38469 133RD ST	ABERDEEN	BROWN	SD	57401	YES	NO	NO	NO								325193						45.459444	-98.5325	793453754								ADVANCED BIOENERGY	606983398	0		NA												NO	LARRY.GALERO@ADVANCEDBIOENERGY.COM			NO	 	
57401HRTLN38469	1312210844155	000075070	ACETALDEHYDE	TRI	Pounds																		2012	NO	ABE SOUTH DAKOTA LLC	38469 133RD ST	ABERDEEN	BROWN	SD	57401	YES	NO	NO	NO								325193						45.459444	-98.5325	793453754								ADVANCED BIOENERGY	606983398	0		NA												NO	LARRY.GALERO@ADVANCEDBIOENERGY.COM			NO	 	
57401HRTLN38469	1312210844914	000050000	FORMALDEHYDE	TRI	Pounds																		2012	NO	ABE SOUTH DAKOTA LLC	38469 133RD ST	ABERDEEN	BROWN	SD	57401	YES	NO	NO	NO								325193						45.459444	-98.5325	793453754								ADVANCED BIOENERGY	606983398	0		NA												NO	LARRY.GALERO@ADVANCEDBIOENERGY.COM			NO	 	
57401HRTLN38469	1312210844092	000107028	ACROLEIN	TRI	Pounds																		2012	NO	ABE SOUTH DAKOTA LLC	38469 133RD ST	ABERDEEN	BROWN	SD	57401	YES	NO	NO	NO								325193						45.459444	-98.5325	793453754								ADVANCED BIOENERGY	606983398	0		NA												NO	LARRY.GALERO@ADVANCEDBIOENERGY.COM			NO	 	
57401HRTLN38469	1312210843975	000067561	METHANOL	TRI	Pounds																		2012	NO	ABE SOUTH DAKOTA LLC	38469 133RD ST	ABERDEEN	BROWN	SD	57401	YES	NO	NO	NO								325193						45.459444	-98.5325	793453754								ADVANCED BIOENERGY	606983398	0		NA												NO	LARRY.GALERO@ADVANCEDBIOENERGY.COM			NO	 	
57401HRTLN38469	1312210844015	007664417	AMMONIA	TRI	Pounds																		2012	NO	ABE SOUTH DAKOTA LLC	38469 133RD ST	ABERDEEN	BROWN	SD	57401	YES	NO	NO	NO								325193						45.459444	-98.5325	793453754								ADVANCED BIOENERGY	606983398	0		NA												NO	LARRY.GALERO@ADVANCEDBIOENERGY.COM			NO	 	
57005LVRNT1200E	1312210523243	007440473	CHROMIUM	TRI	Pounds																		2012	NO	LUVERNE TRUCK EQUIPMENT INC	1200 E BIRCH ST	BRANDON	MINNEHAHA	SD	57005	YES	NO	NO	NO								332116						43.603269	-96.574019	006218978								LUVERNE TRUCK EQUIPMENT INC	006218978	0		NA												NO	SHARONJ@LUVERNETRUCK.COM			YES	 	
57005LVRNT1200E	1312210523256	007439965	MANGANESE	TRI	Pounds																		2012	NO	LUVERNE TRUCK EQUIPMENT INC	1200 E BIRCH ST	BRANDON	MINNEHAHA	SD	57005	YES	NO	NO	NO								332116						43.603269	-96.574019	006218978								LUVERNE TRUCK EQUIPMENT INC	006218978	0		NA												NO	SHARONJ@LUVERNETRUCK.COM			YES	 	
57005LVRNT1200E	1312210523268	007440020	NICKEL	TRI	Pounds																		2012	NO	LUVERNE TRUCK EQUIPMENT INC	1200 E BIRCH ST	BRANDON	MINNEHAHA	SD	57005	YES	NO	NO	NO								332116						43.603269	-96.574019	006218978								LUVERNE TRUCK EQUIPMENT INC	006218978	0		NA												NO	SHARONJ@LUVERNETRUCK.COM			YES	 	
57117JHNMR1400N	1312210184913	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	.22	C 	SIOUX FALLS WATER RECLAMATION PLANT	4500 NORTH SYCAMORE AVENUE	SIOUX FALLS	SD	MINNEHAHA	571049612							NO	CHARLES.SCHULZ@JMFG.COM			YES	 	
57117JHNMR1400N	1312210184949	N458	MERCURY COMPOUNDS	PBT	Pounds																		2012	NO	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	.025	C 	SIOUX FALLS WATER RECLAMATION PLANT	4500 NORTH SYCAMORE AVENUE	SIOUX FALLS	SD	MINNEHAHA	571049612							NO	CHARLES.SCHULZ@JMFG.COM			YES	 	
57117JHNMR1400N	1312210184875	007664417	AMMONIA	TRI	Pounds																		2012	NO	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	227	C 	SIOUX FALLS WATER RECLAMATION PLANT	4500 NORTH SYCAMORE AVENUE	SIOUX FALLS	SD	MINNEHAHA	571049612							NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210184899	007782505	CHLORINE	TRI	Pounds																		2012	NO	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	0		NA												NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210184988	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	Pounds																		2012	NO	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	0		NA												NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210184964	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	41	C 	SIOUX FALLS WATER RECLAMATION PLANT	4500 NORTH SYCAMORE AVENUE	SIOUX FALLS	SD	MINNEHAHA	571049612							NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210185005	007632000	SODIUM NITRITE	TRI	Pounds																		2012	NO	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	0		NA												NO	CHARLES.SCHULZ@JMFG.COM			YES	 	
57117JHNMR1400N	1312210614525	007783064	HYDROGEN SULFIDE	TRI	Pounds																		2012	NO	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	0		NA												NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57117JHNMR1400N	1312210184887	000191242	BENZO(G,H,I)PERYLENE	PBT	Pounds																		2012	NO	JOHN MORRELL & CO	1400 N WEBER AVE	SIOUX FALLS	MINNEHAHA	SD	57117	YES	NO	NO	NO								311611						43.5634	-96.7188	005213772								THE SMITHFIELD FOODS INC	043205053	0		NA												NO	CHARLES.SCHULZ@JMFG.COM			NO	 	
57078LMXXT2300A	1312210138640	N100	COPPER COMPOUNDS	TRI	Pounds																		2012	NO	SAPA EXTRUSIONS INC	2500 ALUMAX RD	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								331316						42.888065	-97.363173	034943100								SAPA INC	939541129	0		NA												NO	JEFF.MARTYKA@SAPAGROUP.COM			YES	 	
57078LMXXT2300A	1312210138626	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2012	NO	SAPA EXTRUSIONS INC	2500 ALUMAX RD	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								331316						42.888065	-97.363173	034943100								SAPA INC	939541129	0		NA												NO	JEFF.MARTYKA@SAPAGROUP.COM			NO	 	
57078LMXXT2300A	1312210138638	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	Pounds																		2012	NO	SAPA EXTRUSIONS INC	2500 ALUMAX RD	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO														42.888065	-97.363173	034943100								SAPA INC	939541129															NO	JEFF.MARTYKA@SAPAGROUP.COM			YES	 	
57078LMXXT2300A	1312210138653	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	Grams																		2012	NO	SAPA EXTRUSIONS INC	2500 ALUMAX RD	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								331316						42.888065	-97.363173	034943100								SAPA INC	939541129	0		NA												NO	JEFF.MARTYKA@SAPAGROUP.COM			NO	 	
57078LMXXT2300A	1312210138691	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2012	NO	SAPA EXTRUSIONS INC	2500 ALUMAX RD	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								331316						42.888065	-97.363173	034943100								SAPA INC	939541129	0		NA												NO	JEFF.MARTYKA@SAPAGROUP.COM			NO	 	
57078LMXXT2300A	1312210138677	007439965	MANGANESE	TRI	Pounds																		2012	NO	SAPA EXTRUSIONS INC	2500 ALUMAX RD	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								331316						42.888065	-97.363173	034943100								SAPA INC	939541129	0		NA												NO	JEFF.MARTYKA@SAPAGROUP.COM			YES	 	
57078LMXXT2300A	1312210138665	007439921	LEAD	TRI	Pounds																		2012	NO	SAPA EXTRUSIONS INC	2500 ALUMAX RD	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								331316						42.888065	-97.363173	034943100								SAPA INC	939541129	0		NA												NO	JEFF.MARTYKA@SAPAGROUP.COM			YES	 	
57078LMXXT2300A	1312210138689	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2012	NO	SAPA EXTRUSIONS INC	2500 ALUMAX RD	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								331316						42.888065	-97.363173	034943100								SAPA INC	939541129	0		NA												NO	JEFF.MARTYKA@SAPAGROUP.COM			NO	 	
57078LMXXT2300A	1312210138614	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2012	NO	SAPA EXTRUSIONS INC	2500 ALUMAX RD	YANKTON	YANKTON	SD	57078	YES	NO	NO	NO								331316						42.888065	-97.363173	034943100								SAPA INC	939541129	0		NA												NO	JEFF.MARTYKA@SAPAGROUP.COM			NO	 	
57702BHPLB409DE	1312210190056	000110543	N-HEXANE	TRI	Pounds																		2012	NO	BLACK HILLS CORP - BEN FRENCH POWER PLANT	409 DEADWOOD AVE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								221112						44.089222	-103.265194	007920333								BLACK HILLS CORP	007920333	0		NA												NO	TROGERS@BH-CORP.COM			NO	 	
57702BHPLB409DE	1312210190118	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		2012	NO	BLACK HILLS CORP - BEN FRENCH POWER PLANT	409 DEADWOOD AVE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								221112						44.089222	-103.265194	007920333								BLACK HILLS CORP	007920333	0		NA												NO	TROGERS@BH-CORP.COM			NO	 	
57702BHPLB409DE	1312210190031	007439921	LEAD	TRI	Pounds																		2012	NO	BLACK HILLS CORP - BEN FRENCH POWER PLANT	409 DEADWOOD AVE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								221112						44.089222	-103.265194	007920333								BLACK HILLS CORP	007920333	0		NA												NO	TROGERS@BH-CORP.COM			YES	 	
57702BHPLB409DE	1312210190070	000091203	NAPHTHALENE	TRI	Pounds																		2012	NO	BLACK HILLS CORP - BEN FRENCH POWER PLANT	409 DEADWOOD AVE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								221112						44.089222	-103.265194	007920333								BLACK HILLS CORP	007920333	0		NA												NO	TROGERS@BH-CORP.COM			NO	 	
57702BHPLB409DE	1312210190043	007439976	MERCURY	PBT	Pounds																		2012	NO	BLACK HILLS CORP - BEN FRENCH POWER PLANT	409 DEADWOOD AVE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								221112						44.089222	-103.265194	007920333								BLACK HILLS CORP	007920333	0		NA												NO	TROGERS@BH-CORP.COM			YES	 	
57702BHPLB409DE	1312210190029	N040	BARIUM COMPOUNDS	TRI	Pounds																		2012	NO	BLACK HILLS CORP - BEN FRENCH POWER PLANT	409 DEADWOOD AVE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								221112						44.089222	-103.265194	007920333								BLACK HILLS CORP	007920333	0		NA												NO	TROGERS@BH-CORP.COM			YES	 	
57702BHPLB409DE	1312210190094	000108883	TOLUENE	TRI	Pounds																		2012	NO	BLACK HILLS CORP - BEN FRENCH POWER PLANT	409 DEADWOOD AVE	RAPID CITY	PENNINGTON	SD	57702	YES	NO	NO	NO								221112						44.089222	-103.265194	007920333								BLACK HILLS CORP	007920333	0		NA												NO	TROGERS@BH-CORP.COM			NO	 	
57104GRCNC3501N	1312210162499	007440508	COPPER	TRI	Pounds																		2012	NO	GRACO INC SIOUX FALLS	3501 N 4TH ST	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								333911						43.584102	-96.721662	006253223								GRACO INC	006253223	1	C 	SIOUX FALLS WATER RECLAMATION PLANT	4500 NORTH SYCAMORE AVENUE	SIOUX FALLS	SD	MINNEHAHA	571049612							NO	ELILLYBLAD@GRACO.COM			YES	 	
57104GRCNC3501N	1312210162475	007440473	CHROMIUM	TRI	Pounds																		2012	NO	GRACO INC SIOUX FALLS	3501 N 4TH ST	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								333911						43.584102	-96.721662	006253223								GRACO INC	006253223	0	C 	SIOUX FALLS WATER RECLAMATION PLANT	4500 NORTH SYCAMORE AVENUE	SIOUX FALLS	SD	MINNEHAHA	571049612							NO	ELILLYBLAD@GRACO.COM			YES	 	
57104GRCNC3501N	1312210162525	007440020	NICKEL	TRI	Pounds																		2012	NO	GRACO INC SIOUX FALLS	3501 N 4TH ST	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								333911						43.584102	-96.721662	006253223								GRACO INC	006253223	0	C 	SIOUX FALLS WATER RECLAMATION PLANT	4500 NORTH SYCAMORE AVENUE	SIOUX FALLS	SD	MINNEHAHA	571049612							NO	ELILLYBLAD@GRACO.COM			YES	 	
57104GRCNC3501N	1312210162513	007439965	MANGANESE	TRI	Pounds																		2012	NO	GRACO INC SIOUX FALLS	3501 N 4TH ST	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								333911						43.584102	-96.721662	006253223								GRACO INC	006253223	0	C 	SIOUX FALLS WATER RECLAMATION PLANT	4500 NORTH SYCAMORE AVENUE	SIOUX FALLS	SD	MINNEHAHA	571049612							NO	ELILLYBLAD@GRACO.COM			YES	 	
57104GRCNC3501N	1312210162501	007439921	LEAD	TRI	Pounds																		2012	NO	GRACO INC SIOUX FALLS	3501 N 4TH ST	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								333911						43.584102	-96.721662	006253223								GRACO INC	006253223	0	C 	SIOUX FALLS WATER RECLAMATION PLANT	4500 NORTH SYCAMORE AVENUE	SIOUX FALLS	SD	MINNEHAHA	571049612							NO	ELILLYBLAD@GRACO.COM			YES	 	
57104GRCNC3501N	1312210162487	007440484	COBALT	TRI	Pounds																		2012	NO	GRACO INC SIOUX FALLS	3501 N 4TH ST	SIOUX FALLS	MINNEHAHA	SD	57104	YES	NO	NO	NO								333911						43.584102	-96.721662	006253223								GRACO INC	006253223	0	C 	SIOUX FALLS WATER RECLAMATION PLANT	4500 NORTH SYCAMORE AVENUE	SIOUX FALLS	SD	MINNEHAHA	571049612							NO	ELILLYBLAD@GRACO.COM			YES	 	
57301HNDRC5701A	1312210128551	007439921	LEAD	TRI	Pounds																		2012	NO	HENDRICKSON TRAILER SUSPENSION SYSTEMS	5701 AIRPORT RD	MITCHELL	DAVISON	SD	573016273	YES	NO	NO	NO								336330						43.764151	-98.039523	609102041								THE BOLER CO	093166080	0	O 	MITCHELL - CITY OF - LANDFILL	2141 EAST HAVENS	MITCHELL	SD	DAVISON	57301							NO	SLIMBERG@HENDRICKSON-INTL.COM			YES	 	
57301HNDRC5701A	1312210128563	007439965	MANGANESE	TRI	Pounds																		2012	NO	HENDRICKSON TRAILER SUSPENSION SYSTEMS	5701 AIRPORT RD	MITCHELL	DAVISON	SD	573016273	YES	NO	NO	NO								336330						43.764151	-98.039523	609102041								THE BOLER CO	093166080	0	O 	MITCHELL - CITY OF - LANDFILL	2141 EAST HAVENS	MITCHELL	SD	DAVISON	57301							NO	SLIMBERG@HENDRICKSON-INTL.COM			YES	 	
