REPORTING YEAR	TRADE SECRET INDICATOR	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	FACILITY BIA CODE	FACILITY BIA NAME	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	QUANTITY RELEASED PRIOR YEAR	QUANTITY RELEASED CURRENT YEAR	QUANTITY RELEASED FOLLOWING YEAR	QUANTITY RELEASED SECOND FOLLOWING YEAR	ENERGY RECOVERY ONSITE PRIOR YEAR	ENERGY RECOVERY ONSITE CURRENT YEAR	ENERGY RECOVERY ONSITE FOLLOWING YEAR	ENERGY RECOVERY ONSITE SECOND FOLLOWING YEAR	ENERGY RECOVERY OFFSITE PRIOR YEAR	ENERGY RECOVERY OFFSITE CURRENT YEAR	ENERGY RECOVERY OFFSITE FOLLOWING YEAR	ENERGY RECOVERY OFFSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED ONSITE PRIOR YEAR	QUANTITY RECYCLED ONSITE CURRENT YEAR	QUANTITY RECYCLED ONSITE FOLLOWING YEAR	QUANTITY RECYCLED ONSITE SECOND FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE PRIOR YEAR	QUANTITY RECYCLED OFFSITE CURRENT YEAR	QUANTITY RECYCLED OFFSITE FOLLOWING YEAR	QUANTITY RECYCLED OFFSITE SECOND FOLLOWING YEAR	QUANTITY TREATED ONSITE PRIOR YEAR	QUANTITY TREATED ONSITE CURRENT YEAR	QUANTITY TREATED ONSITE FOLLOWING YEAR	QUANTITY TREATED ONSITE SECOND FOLLOWING YEAR	QUANTITY TREATED OFFSITE PRIOR YEAR	QUANTITY TREATED OFFSITE CURRENT YEAR	QUANTITY TREATED OFFSITE FOLLOWING YEAR	QUANTITY TREATED OFFSITE SECOND FOLLOWING YEAR	CATASTROPHIC RELEASES OR OTHER ONE-TIME EVENTS	PROD RATIO/ACTIVITY INDEX	FIRST SOURCE REDUCTION ACTIVITY	FIRST SOURCE REDUCTION ACTIVITY DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 1	FIRST SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 2	FIRST SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FIRST SOURCE REDUCTION METHOD - CODE 3	FIRST SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	SECOND SOURCE REDUCTION ACTIVITY	SECOND SOURCE REDUCTION ACTIVITY DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 1	SECOND SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 2	SECOND SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	SECOND SOURCE REDUCTION METHOD - CODE 3	SECOND SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	THIRD SOURCE REDUCTION ACTIVITY	THIRD SOURCE REDUCTION ACTIVITY DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 1	THIRD SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 2	THIRD SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	THIRD SOURCE REDUCTION METHOD - CODE 3	THIRD SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	FOURTH SOURCE REDUCTION ACTIVITY	FOURTH SOURCE REDUCTION ACTIVITY DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 1	FOURTH SOURCE REDUCTION METHOD - CODE 1 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 2	FOURTH SOURCE REDUCTION METHOD - CODE 2 DESCRIPTION	FOURTH SOURCE REDUCTION METHOD - CODE 3	FOURTH SOURCE REDUCTION METHOD - CODE 3 DESCRIPTION	ON-SITE LIMITED RELEASE PRIOR YEAR	ON-SITE LIMITED RELEASE CURRENT YEAR	ON-SITE LIMITED RELEASE FOLLOWING YEAR	ON-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	ON-SITE OTHER RELEASE PRIOR YEAR	ON-SITE OTHER RELEASE CURRENT YEAR	ON-SITE OTHER RELEASE FOLLOWING YEAR	ON-SITE OTHER RELEASE SECOND FOLLOWING YEAR	OFF-SITE LIMITED RELEASE PRIOR YEAR	OFF-SITE LIMITED RELEASE CURRENT YEAR	OFF-SITE LIMITED RELEASE FOLLOWING YEAR	OFF-SITE LIMITED RELEASE SECOND FOLLOWING YEAR	OFF-SITE OTHER RELEASE PRIOR YEAR	OFF-SITE OTHER RELEASE CURRENT YEAR	OFF-SITE OTHER RELEASE FOLLOWING YEAR	OFF-SITE OTHER RELEASE SECOND FOLLOWING YEAR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	10/3/2014	
2013	NO	99752RDDGP90MIL	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752			YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	1313211090232	N106	CYANIDE COMPOUNDS	TRI	Pounds																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	WAYNE.HALL@TECK.COM			NO	 	
2013	NO	99752RDDGP90MIL	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752			YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	1313211090271	N458	MERCURY COMPOUNDS	PBT	Pounds																		190319.7	389600.702	300000	300000	0	0	0	0	0	0	0	0	0	0	0	0	.2	12.5	10	10	0	0	0	0	0	0	0	0		1.08	NA	NA																															0	0	0	0	190319.7	389600.702	300000	300000	0	0	0	0	0	0	0	0	NO	WAYNE.HALL@TECK.COM			YES	 	
2013	NO	99752RDDGP90MIL	RED DOG OPERATIONS	90 MILES N OF KOTZEBUE	KOTZEBUE	NORTHWEST ARCTIC	AK	99752			YES	NO	NO	NO								212231						68.064136	-162.848883	189621642								TECK AMERICAN INC	009062316	1313211090206	N078	CADMIUM COMPOUNDS	TRI	Pounds																		72191.917	79651.653	75000.05	75000.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.99	NA	NA																															0	0	0	0	72191.9	79651.6	75000	75000	0	0	0	0	.017	.053	.05	.05	NO	WAYNE.HALL@TECK.COM			YES	 	
2013	NO	99743HLYPW25MIL	GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT	25 HEALY SPUR RD	HEALY	DENALI	AK	99743			YES	NO	NO	NO								221112						63.8549	-148.9496									GOLDEN VALLEY ELECTRIC ASSOC		1313211043637	007439976	MERCURY	PBT	Pounds																		22.8	14.4	14.3	28.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.89	NA	NA																															0	0	0	0	4.8	4.4	4.3	8.7	0	0	0	0	18	10	10	20	NO	KED@GVEA.COM			YES	 	
2013	NO	99743HLYPW25MIL	GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT	25 HEALY SPUR RD	HEALY	DENALI	AK	99743			YES	NO	NO	NO								221112						63.8549	-148.9496									GOLDEN VALLEY ELECTRIC ASSOC		1313211043563	N040	BARIUM COMPOUNDS	TRI	Pounds																		118123	78105	78105	156210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.89	NA	NA																															0	0	0	0	1181	1741	1741	3483	0	0	0	0	116942	76364	76364	152727	NO	KED@GVEA.COM			YES	 	
2013	NO	99743HLYPW25MIL	GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT	25 HEALY SPUR RD	HEALY	DENALI	AK	99743			YES	NO	NO	NO								221112						63.8549	-148.9496									GOLDEN VALLEY ELECTRIC ASSOC		1313211043599	N420	LEAD COMPOUNDS	PBT	Pounds																		808	395	395	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.89	NA	NA																															0	0	0	0	8	1	1	2	0	0	0	0	800	394	394	788	NO	KED@GVEA.COM			YES	 	
2013	NO	99743HLYPW25MIL	GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT	25 HEALY SPUR RD	HEALY	DENALI	AK	99743			YES	NO	NO	NO								221112						63.8549	-148.9496									GOLDEN VALLEY ELECTRIC ASSOC		1313211043613	N450	MANGANESE COMPOUNDS	TRI	Pounds																		35294	16697	16697	33395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		.89	NA	NA																															0	0	0	0	5691	1	1	2	0	0	0	0	29603	16696	16696	33393	NO	KED@GVEA.COM			YES	 	
2013	NO	99707FRTKN1FORT	FLINT HILLS RESOURCES ALASKA LLC FAIRBANKS TERMINAL	5500 AIRPORT WAY	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701			YES	NO	NO	NO								424710						64.811292	-147.884914	143369416								KOCH INDUSTRIES INC	006944334	1313211575675	000095636	1,2,4-TRIMETHYLBENZENE	TRI	Pounds																		2.63	4.49	4.49	4.49	426.38	426.38	426.38	426.38	0	0	0	0	0	0	0	0	88.7	50.8	50.8	50.8	0	0	0	0	0	0	0	0		2.03	NA	NA																															0	0	0	0	2.63	4.49	4.49	4.49	0	0	0	0	0	0	0	0	NO	JEFF.COOK@KOCHPS.COM			NO	 	
2013	NO	99707FRTKN1FORT	FLINT HILLS RESOURCES ALASKA LLC FAIRBANKS TERMINAL	5500 AIRPORT WAY	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701			YES	NO	NO	NO								424710						64.811292	-147.884914	143369416								KOCH INDUSTRIES INC	006944334	1313211575687	000071432	BENZENE	TRI	Pounds																		1.33	4.43	4.43	4.43	14.21	14.21	14.21	14.21	0	0	0	0	0	0	0	0	2.96	1.69	1.69	1.69	0	0	0	0	0	0	0	0		2.03	NA	NA																															0	0	0	0	1.33	4.43	4.43	4.43	0	0	0	0	0	0	0	0	NO	JEFF.COOK@KOCHPS.COM			NO	 	
2013	NO	99707FRTKN1FORT	FLINT HILLS RESOURCES ALASKA LLC FAIRBANKS TERMINAL	5500 AIRPORT WAY	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701			YES	NO	NO	NO								424710						64.811292	-147.884914	143369416								KOCH INDUSTRIES INC	006944334	1313211575790	001330207	XYLENE (MIXED ISOMERS)	TRI	Pounds																		6.78	17.67	17.67	17.67	426.38	426.38	426.38	426.38	0	0	0	0	0	0	0	0	88.7	50.8	50.8	50.8	0	0	0	0	0	0	0	0		2.03	NA	NA																															0	0	0	0	6.78	17.67	17.67	17.67	0	0	0	0	0	0	0	0	NO	JEFF.COOK@KOCHPS.COM			NO	 	
2013	NO	99707FRTKN1FORT	FLINT HILLS RESOURCES ALASKA LLC FAIRBANKS TERMINAL	5500 AIRPORT WAY	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701			YES	NO	NO	NO								424710						64.811292	-147.884914	143369416								KOCH INDUSTRIES INC	006944334	1313211575701	000100414	ETHYLBENZENE	TRI	Pounds																		1.16	3.3	3.3	3.3	142.13	142.13	142.13	142.13	0	0	0	0	0	0	0	0	29.57	16.93	16.93	16.93	0	0	0	0	0	0	0	0		2.03	NA	NA																															0	0	0	0	1.16	3.3	3.3	3.3	0	0	0	0	0	0	0	0	NO	JEFF.COOK@KOCHPS.COM			NO	 	
2013	NO	99707FRTKN1FORT	FLINT HILLS RESOURCES ALASKA LLC FAIRBANKS TERMINAL	5500 AIRPORT WAY	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701			YES	NO	NO	NO								424710						64.811292	-147.884914	143369416								KOCH INDUSTRIES INC	006944334	1313211575776	000108883	TOLUENE	TRI	Pounds																		2.5	7.55	7.55	7.55	142.13	142.13	142.13	142.13	0	0	0	0	0	0	0	0	29.57	16.93	16.93	16.93	0	0	0	0	0	0	0	0		2.03	NA	NA																															0	0	0	0	2.5	7.55	7.55	7.55	0	0	0	0	0	0	0	0	NO	JEFF.COOK@KOCHPS.COM			NO	 	
2013	NO	99707FRTKN1FORT	FLINT HILLS RESOURCES ALASKA LLC FAIRBANKS TERMINAL	5500 AIRPORT WAY	FAIRBANKS	FAIRBANKS NORTH STAR	AK	99701			YES	NO	NO	NO								424710						64.811292	-147.884914	143369416								KOCH INDUSTRIES INC	006944334	1313211575725	000091203	NAPHTHALENE	TRI	Pounds																		.75	.8	.8	.8	142.13	142.13	142.13	142.13	0	0	0	0	0	0	0	0	29.57	16.93	16.93	16.93	0	0	0	0	0	0	0	0		2.03	NA	NA																															0	0	0	0	.75	.8	.8	.8	0	0	0	0	0	0	0	0	NO	JEFF.COOK@KOCHPS.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179662	000075150	CARBON DISULFIDE	TRI	Pounds																		150	160	160	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1.2	NA	NA																															0	0	0	0	150	160	160	160	0	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
2013	NO	99611TSRLSMILE2	TESORO ALASKA - KENAI REFINERY	MILE 22.5 KENAI SPUR HWY	KENAI	KENAI PENINSULA	AK	99611			YES	NO	NO	NO								324110						60.683603	-151.367204									TESORO CORP	008133480	1313211179799	000108883	TOLUENE	TRI	Pounds																		4947	4036	4036	4036	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23000	33000	33000	33000	152	208	208	208	26	1.2	NA	NA																															0	0	0	0	4946	4036	4036	4036	1	0	0	0	0	0	0	0	NO	MICHELLE.LEE@TSOCORP.COM			NO	 	
