TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	UNIT OF MEASURE	DIOXIN DISTRIBUTION 1	DIOXIN DISTRIBUTION 2	DIOXIN DISTRIBUTION 3	DIOXIN DISTRIBUTION 4	DIOXIN DISTRIBUTION 5	DIOXIN DISTRIBUTION 6	DIOXIN DISTRIBUTION 7	DIOXIN DISTRIBUTION 8	DIOXIN DISTRIBUTION 9	DIOXIN DISTRIBUTION 10	DIOXIN DISTRIBUTION 11	DIOXIN DISTRIBUTION 12	DIOXIN DISTRIBUTION 13	DIOXIN DISTRIBUTION 14	DIOXIN DISTRIBUTION 15	DIOXIN DISTRIBUTION 16	DIOXIN DISTRIBUTION 17	REPORTING YEAR	TRADE SECRET INDICATOR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	TOTAL POTW TRANSFERS	BASIS OF ESTIMATE FOR POTWS	POTW A - NAME	POTW A - ADDRESS	POTW A - CITY	POTW A - STATE	POTW A - COUNTY	POTW A - ZIP	POTW B - NAME	POTW B - ADDRESS	POTW B - CITY	POTW B - STATE	POTW B - COUNTY	POTW B - ZIP	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	20-NOV-13	
90220CNTNN2225E	1312209895958	000080626	METHYL METHACRYLATE	TRI	Pounds																		2012	NO	PLASKOLITE WEST INC	2225 E DEL AMO BLVD	COMPTON	LOS ANGELES	CA	902206303	YES	NO	NO	NO								325211	326199					33.846492	-118.228366	015597508								PLASKOLITE INC	130972347	0	M2	JOINT WATER POLLUTION CONTROL PLANT	24501 SOUTH FIGUEROA STREET	CARSON	CA	LOS ANGELES	907456311							NO	JASON@PLASKOLITECONTINENTAL.COM			NO	 	
9093WRGCHM3933I	1312209896962	007664417	AMMONIA	TRI	Pounds																		2012	NO	ARGO CHEMICAL WEST FACILITY	30933 IMPERIAL ST	SHAFTER	KERN	CA	93263	YES	NO	NO	NO								424690						35.45611	-119.256667	037757527								ARGO CHEMICAL INC	037757527	0		NA												NO	MARK.RODGERS@ARGOCHEM.COM			NO	 	
94124SNFRN5AMAD	1312209897356	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	SAN FRANCISCO (A)	500 AMADOR ST	SAN FRANCISCO	SAN FRANCISCO	CA	941241250	YES	NO	NO	NO								327320						37.745855	-122.384367									CEMEX INC	189840945	0		NA												NO	ROBERTA.ALDENHUYSEN@CEMEX.COM			YES	 	
9456WCMXPL1544S	1312209897329	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	CEMEX PLEASANTON READY-MIX	1544 STANLEY BLVD UNIT B	PLEASANTON	ALAMEDA	CA	94566	YES	NO	NO	NO								327320						37.66525	-121.86405									CEMEX INC	189840945	0		NA												NO	ROBERTA.ALDENHUYSEN@CEMEX.COM			YES	 	
95054RMCPC1555R	1312209897343	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	CEMEX SANTA CLARA	1555 RUSSELL AVE	SANTA CLARA	SANTA CLARA	CA	95054	YES	NO	NO	NO								327320						37.38689	-121.956556									CEMEX INC	189840945	0	M2	SAN JOSE/SANTA CLARA WATER POLLUTION CONTROL PLANT	700 LOS ESTEROS	SAN JOSE	CA	SANTA CLARA	951341001							NO	ROBERTA.ALDENHUYSEN@CEMEX.COM			YES	 	
94606RMCPC33323	1312209897317	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	CEMEX OAKLAND	333 23RD AVE	OAKLAND	ALAMEDA	CA	94606	YES	NO	NO	NO								327320						37.7711	-122.23472									CEMEX INC	189840945	0		NA												NO	ROBERTA.ALDENHUYSEN@CEMEX.COM			YES	 	
9453WCMXCN161CE	1312209897331	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	CEMEX CONSTRUCTION MATERIALS PACIFIC LLC	1601 CEMENT HILL RD	FAIRFIELD	SOLANO	CA	94533	YES	NO	NO	NO								327320						38.28228	-121.996391									CEMEX INC	189840945	0		NA												NO	ROBERTA.ALDENHUYSEN@CEMEX.COM			YES	 	
94124SNFRN5AMAD	1312209897368	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	SAN FRANCISCO (A)	500 AMADOR ST	SAN FRANCISCO	SAN FRANCISCO	CA	941241250	YES	NO	NO	NO								327320						37.745855	-122.384367									CEMEX INC	189840945	0		NA												NO	ROBERTA.ALDENHUYSEN@CEMEX.COM			NO	 	
94606RMCPC33323	1312209897370	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	CEMEX OAKLAND	333 23RD AVE	OAKLAND	ALAMEDA	CA	94606	YES	NO	NO	NO								327320						37.7711	-122.23472									CEMEX INC	189840945	0		NA												NO	ROBERTA.ALDENHUYSEN@CEMEX.COM			NO	 	
95827RMCPC9751K	1312209897382	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	CEMEX BRADSHAW	9751 KEIFER BLVD	SACRAMENTO	SACRAMENTO	CA	958273828	YES	NO	NO	NO								327320						38.543533	-121.332607									CEMEX INC	189840945	0		NA												NO	ROBERTA.ALDENHUYSEN@CEMEX.COM			YES	 	
95827RMCPC9751K	1312209897394	N511	NITRATE COMPOUNDS	TRI	Pounds																		2012	NO	CEMEX BRADSHAW	9751 KEIFER BLVD	SACRAMENTO	SACRAMENTO	CA	958273828	YES	NO	NO	NO								327320						38.543533	-121.332607									CEMEX INC	189840945	0		NA												NO	ROBERTA.ALDENHUYSEN@CEMEX.COM			NO	 	
94520RMCPC3951L	1312209897406	N420	LEAD COMPOUNDS	PBT	Pounds																		2012	NO	CEMEX CONCORD	3951 LAURA ALICE WAY	CONCORD	CONTRA COSTA	CA	94520	YES	NO	NO	NO								327320						38.008556	-122.032288									CEMEX INC	189840945	0		NA												NO				YES	 	
90501PPTSY291HI	1312209903160	000075058	ACETONITRILE	TRI	Pounds																		2012	NO	PEPTISYNTHA INC	20910 HIGGINS CT	TORRANCE	LOS ANGELES	CA	90501	YES	NO	NO	NO								325412	325414	325998	325411			33.840629	-118.31002									SOLVAY AMERICA INC		0		NA												NO	JEAN.FABRE@SOLVAY.COM			NO	 	
91731MCGLL4056E	1312209903234	000067561	METHANOL	TRI	Pounds																		2012	NO	MC GILL CORP	4056 EASY ST	EL MONTE	LOS ANGELES	CA	91731	YES	NO	NO	NO								336413						34.085833	-118.053611	008317422										0		NA												NO	GZERONIAN@MCGILLCORP.COM			NO	 	
91731MCGLL4056E	1312209903246	000108952	PHENOL	TRI	Pounds																		2012	NO	MC GILL CORP	4056 EASY ST	EL MONTE	LOS ANGELES	CA	91731	YES	NO	NO	NO								336413						34.085833	-118.053611	008317422										0		NA												NO	GZERONIAN@MCGILLCORP.COM			NO	 	
91731MCGLL4056E	1312209903259	000100425	STYRENE	TRI	Pounds																		2012	NO	MC GILL CORP	4056 EASY ST	EL MONTE	LOS ANGELES	CA	91731	YES	NO	NO	NO								336413						34.085833	-118.053611	008317422										0		NA												NO	GZERONIAN@MCGILLCORP.COM			NO	 	
91731MCGLL4056E	1312209903261	000108883	TOLUENE	TRI	Pounds																		2012	NO	MC GILL CORP	4056 EASY ST	EL MONTE	LOS ANGELES	CA	91731	YES	NO	NO	NO								336413						34.085833	-118.053611	008317422										0		NA												NO	GZERONIAN@MCGILLCORP.COM			NO	 	
95126RDGRH69SUN	1312209903614	007647010	HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)	TRI	Pounds																		2012	NO	REED & GRAHAM INC	690 SUNOL ST	SAN JOSE	SANTA CLARA	CA	95126	YES	NO	NO	NO								324121						37.317862	-121.905422	009203100										0		NA												NO	MOZAMMEL@RGINC.COM			NO	 	
94533BLLPC2400H	1312209906229	N230	CERTAIN GLYCOL ETHERS	TRI	Pounds																		2012	NO	BALL METAL BEVERAGE CONTAINER CORP	2400 HUNTINGTON DR	FAIRFIELD	SOLANO	CA	94533	YES	NO	NO	NO								332431						38.274384	-121.98046	076563444								BALL CORP	006419147	0		NA												NO	SMCCARTY@BALL.COM			NO	 	
94533BLLPC2400H	1312209906243	000050000	FORMALDEHYDE	TRI	Pounds																		2012	NO	BALL METAL BEVERAGE CONTAINER CORP	2400 HUNTINGTON DR	FAIRFIELD	SOLANO	CA	94533	YES	NO	NO	NO								332431						38.274384	-121.98046	076563444								BALL CORP	006419147	0		NA												NO	SMCCARTY@BALL.COM			NO	 	
94533BLLPC2400H	1312209906268	007439921	LEAD	TRI	Pounds																		2012	NO	BALL METAL BEVERAGE CONTAINER CORP	2400 HUNTINGTON DR	FAIRFIELD	SOLANO	CA	94533	YES	NO	NO	NO								332431						38.274384	-121.98046	076563444								BALL CORP	006419147	6.78	M2	FAIRFIELD SUISUN SEWER DISTRICT WWTP	1010 CHADBOURNE ROAD	FAIRFIELD	CA	SOLANO	945349700							NO	SMCCARTY@BALL.COM			YES	 	
94533BLLPC2400H	1312209906282	000071363	N-BUTYL ALCOHOL	TRI	Pounds																		2012	NO	BALL METAL BEVERAGE CONTAINER CORP	2400 HUNTINGTON DR	FAIRFIELD	SOLANO	CA	94533	YES	NO	NO	NO								332431						38.274384	-121.98046	076563444								BALL CORP	006419147	0		NA												NO	SMCCARTY@BALL.COM			NO	 	
